Time,Temperature,MeltedFraction,Stage,OxideThickness,MassMg,MassMgO,MassC
0.0375,877.955049950338,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.0376,879.338321241266,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.0377,880.720430655506,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.0378,882.10137526865,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.0379,883.481152155878,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.038,884.859758391955,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.0381,886.237191051234,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.0382,887.613447207673,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.0383,888.988523940894,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.0384,890.362418331598,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.0385,891.735127457393,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.0386,893.106648396772,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.0387,894.476978229121,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.0388,895.846114034713,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.0389,897.21405289471,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.039,898.580791891164,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.0391,899.946328107017,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.0392,901.310658626098,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.0393,902.673780533128,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.0394,904.035690913714,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.0395,905.396386854356,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.0396,906.755865442997,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.0397,908.114123769711,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.0398,909.471158925445,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.0399,910.826968002691,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.04,912.181548095512,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.0401,913.534896299538,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.0402,914.887009711998,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.0403,916.237885431956,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.0404,917.587520560196,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.0405,918.935912199472,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.0406,920.283057454559,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.0407,921.628953432245,0,heating_and_melting,0,2.74013701068772e-10,0,0
0.0408,923,0.000341545090979165,heating_and_melting,1.58626782492492e-10,2.7401198497556e-10,2.84572807322729e-15,8.48055773311161e-16
0.0409,923,0.0174514015748002,heating_and_melting,3.39206260550494e-09,2.73977003869042e-10,6.0853484382413e-14,1.81349543697192e-14
0.041,923,0.0344824749800778,heating_and_melting,6.59792686544275e-09,2.73942320258137e-10,1.1836791572974e-13,3.52748371335329e-14
0.0411,923,0.0515178107364898,heating_and_melting,9.80344815814879e-09,2.73907639574495e-10,1.75877492917096e-13,5.24132733085362e-14
0.0412,923,0.0685574098449756,heating_and_melting,1.30086265898003e-08,2.7387296181799e-10,2.33382216149328e-13,6.95502629557757e-14
0.0413,923,0.0856012733067613,heating_and_melting,1.62134622665001e-08,2.738382869885e-10,2.90882085631297e-13,8.66858061363019e-14
0.0414,923,0.102649402123364,heating_and_melting,1.94179552943035e-08,2.73803615085901e-10,3.48377101567845e-13,1.0381990291116e-13
0.0415,923,0.119701797296586,heating_and_melting,2.26221057792454e-08,2.7376894611007e-10,4.05867264163834e-13,1.20952553341401e-13
0.0416,923,0.136758459828511,heating_and_melting,2.58259138272455e-08,2.73734280060883e-10,4.63352573624109e-13,1.3808375748807e-13
0.0417,923,0.153819390721519,heating_and_melting,2.90293795442238e-08,2.73699616938217e-10,5.2083303015352e-13,1.55213515412215e-13
0.0418,923,0.170884590978265,heating_and_melting,3.2232503036005e-08,2.73664956741948e-10,5.78308633956925e-13,1.72341827174887e-13
0.0419,923,0.187954061601701,heating_and_melting,3.54352844084005e-08,2.73630299471952e-10,6.3577938523917e-13,1.8946869283713e-13
0.042,923,0.205027803595067,heating_and_melting,3.86377237671269e-08,2.73595645128106e-10,6.93245284205112e-13,2.06594112459994e-13
0.0421,923,0.222105817961878,heating_and_melting,4.18398212178599e-08,2.73560993710286e-10,7.50706331059601e-13,2.23718086104527e-13
0.0422,923,0.239188105705949,heating_and_melting,4.50415768662484e-08,2.7352634521837e-10,8.08162526007484e-13,2.40840613831776e-13
0.0423,923,0.256274667831376,heating_and_melting,4.82429908178528e-08,2.73491699652232e-10,8.65613869253621e-13,2.5796169570279e-13
0.0424,923,0.273365505342541,heating_and_melting,5.14440631781796e-08,2.73457057011751e-10,9.23060361002855e-13,2.75081331778615e-13
0.0425,923,0.290460619244124,heating_and_melting,5.46447940527015e-08,2.73422417296802e-10,9.80502001460045e-13,2.92199522120301e-13
0.0426,923,0.307560010541076,heating_and_melting,5.78451835468366e-08,2.73387780507261e-10,1.03793879083004e-12,3.09316266788894e-13
0.0427,923,0.32466368023865,heating_and_melting,6.10452317659221e-08,2.73353146643006e-10,1.09537072931769e-12,3.26431565845444e-13
0.0428,923,0.34177162934238,heating_and_melting,6.42449388152611e-08,2.73318515703912e-10,1.15279781712785e-12,3.43545419350998e-13
0.0429,923,0.358883858858088,heating_and_melting,6.74443048001092e-08,2.73283887689857e-10,1.21022005446537e-12,3.60657827366603e-13
0.043,923,0.376000369791887,heating_and_melting,7.06433298256544e-08,2.73249262600716e-10,1.2676374415351e-12,3.77768789953308e-13
0.0431,923,0.393121163150173,heating_and_melting,7.38420139970373e-08,2.73214640436367e-10,1.3250499785419e-12,3.9487830717216e-13
0.0432,923,0.410246239939636,heating_and_melting,7.70403574193372e-08,2.73180021196684e-10,1.38245766569061e-12,4.11986379084208e-13
0.0433,923,0.427375601167251,heating_and_melting,8.02383601975864e-08,2.73145404881546e-10,1.43986050318609e-12,4.29093005750499e-13
0.0434,923,0.444509247840282,heating_and_melting,8.34360224367627e-08,2.73110791490829e-10,1.49725849123318e-12,4.46198187232081e-13
0.0435,923,0.46164718096628,heating_and_melting,8.6633344241783e-08,2.73076181024408e-10,1.55465163003675e-12,4.63301923590002e-13
0.0436,923,0.478789401553085,heating_and_melting,8.98303257175167e-08,2.73041573482161e-10,1.61203991980164e-12,4.8040421488531e-13
0.0437,923,0.49593591060883,heating_and_melting,9.30269669687926e-08,2.73006968863963e-10,1.66942336073271e-12,4.97505061179053e-13
0.0438,923,0.513086709141927,heating_and_melting,9.62232681003583e-08,2.72972367169692e-10,1.7268019530348e-12,5.14604462532278e-13
0.0439,923,0.530241798161086,heating_and_melting,9.94192292169205e-08,2.72937768399224e-10,1.78417569691277e-12,5.31702419006035e-13
0.044,923,0.547401178675301,heating_and_melting,1.02614850423139e-07,2.72903172552435e-10,1.84154459257147e-12,5.48798930661371e-13
0.0441,923,0.564564851693855,heating_and_melting,1.05810131823618e-07,2.72868579629201e-10,1.89890864021574e-12,5.65893997559332e-13
0.0442,923,0.581732818226324,heating_and_melting,1.09005073522902e-07,2.728339896294e-10,1.95626784005046e-12,5.82987619760968e-13
0.0443,923,0.598905079282563,heating_and_melting,1.12199675625482e-07,2.72799402552908e-10,2.01362219228045e-12,6.00079797327325e-13
0.0444,923,0.616081635872728,heating_and_melting,1.153939382358e-07,2.72764818399601e-10,2.07097169711059e-12,6.17170530319454e-13
0.0445,923,0.633262489007259,heating_and_melting,1.18587861458244e-07,2.72730237169355e-10,2.12831635474571e-12,6.342598187984e-13
0.0446,923,0.650447639696884,heating_and_melting,1.21781445397141e-07,2.72695658862047e-10,2.18565616539067e-12,6.51347662825212e-13
0.0447,923,0.667637088952624,heating_and_melting,1.24974690156779e-07,2.72661083477554e-10,2.24299112925033e-12,6.68434062460938e-13
0.0448,923,0.68483083778578,heating_and_melting,1.28167595841383e-07,2.72626511015752e-10,2.30032124652952e-12,6.85519017766625e-13
0.0449,923,0.70202888720796,heating_and_melting,1.31360162555124e-07,2.72591941476518e-10,2.35764651743311e-12,7.02602528803323e-13
0.045,923,0.719231238231048,heating_and_melting,1.34552390402126e-07,2.72557374859727e-10,2.41496694216595e-12,7.19684595632078e-13
0.0451,923,0.736437891867217,heating_and_melting,1.3774427948644e-07,2.72522811165257e-10,2.47228252093289e-12,7.36765218313938e-13
0.0452,923,0.753657009623157,heating_and_melting,1.40938557470317e-07,2.72488220828855e-10,2.52964227893957e-12,7.53859006856469e-13
0.0453,923,0.770919396195145,heating_and_melting,1.44145511523326e-07,2.72453492347144e-10,2.58723111773302e-12,7.71021063792461e-13
0.0454,923,0.788210086636898,heating_and_melting,1.47360126316887e-07,2.72418680080799e-10,2.64495889320086e-12,7.88224525263884e-13
0.0455,923,0.80551204881998,heating_and_melting,1.50576707517702e-07,2.72383845752646e-10,2.70272325287597e-12,8.05438889199417e-13
0.0456,923,0.822812479267262,heating_and_melting,1.53790984594436e-07,2.72349035655388e-10,2.76044743143525e-12,8.22641278755677e-13
0.0457,923,0.840102810744484,heating_and_melting,1.57000110817726e-07,2.72314280651611e-10,2.8180802506996e-12,8.39816442317211e-13
0.0458,923,0.857378719884523,heating_and_melting,1.60202663260189e-07,2.72279596173781e-10,2.87559611963391e-12,8.569567534965e-13
0.0459,923,0.87464013481063,heating_and_melting,1.63398642796418e-07,2.72244982224245e-10,2.93299503434711e-12,8.74062211133961e-13
0.046,923,0.891891242741543,heating_and_melting,1.66589474102964e-07,2.7221042337523e-10,2.99030257809211e-12,8.91140439297943e-13
0.0461,923,0.909140497578347,heating_and_melting,1.6977800565839e-07,2.72175888768842e-10,3.04756992126582e-12,9.08206687284731e-13
0.0462,923,0.926400627489776,heating_and_melting,1.729685097432e-07,2.72141332117071e-10,3.10487382140919e-12,9.25283829618543e-13
0.0463,923,0.943688642529638,heating_and_melting,1.76166682439884e-07,2.72106691701785e-10,3.16231662320713e-12,9.42402366051528e-13
0.0464,923,0.961025842337251,heating_and_melting,1.79379643632916e-07,2.72071890374732e-10,3.22002625848858e-12,9.59600421563775e-13
0.0465,923,0.978437823988658,heating_and_melting,1.82615937008726e-07,2.72036835557544e-10,3.27815624622649e-12,9.769237463633e-13
0.0466,923,0.995954490083911,heating_and_melting,1.85885530055749e-07,2.72001419241729e-10,3.33688569253782e-12,9.94425715886059e-13
0.0467,925.294694289623,1,heating_and_melting,1.89199814064357e-07,2.71965517988679e-10,3.3964192906835e-12,1.01216733079594e-12
0.0468,928.299241908455,1,heating_and_melting,1.92571604126933e-07,2.71928992929665e-10,3.45698732106849e-12,1.03021721698476e-12
0.0469,931.338397941513,1,heating_and_melting,1.96015139137796e-07,2.71891689765838e-10,3.51884565124177e-12,1.04865162557227e-12
0.047,934.41996878498,1,heating_and_melting,1.99546081793299e-07,2.71853438768232e-10,3.5822757358963e-12,1.06755443290617e-12
0.0471,937.552452193448,1,heating_and_melting,2.03181518591707e-07,2.71814054777758e-10,3.64758461686905e-12,1.08701714056208e-12
0.0472,940.745033233978,1,heating_and_melting,2.06939959833294e-07,2.71773337205211e-10,3.71510492314101e-12,1.10713887534356e-12
0.0473,944.007579819614,1,heating_and_melting,2.10841339620307e-07,2.71731070031264e-10,3.78519487083716e-12,1.12802638928209e-12
0.0474,947.350637751715,1,heating_and_melting,2.14907015856968e-07,2.71687021806472e-10,3.8582382632265e-12,1.14979405963709e-12
0.0475,950.77842990827,1,heating_and_melting,2.19145667819027e-07,2.71641098348312e-10,3.93439127938348e-12,1.17248842935378e-12
0.0476,954.284625811762,1,heating_and_melting,2.23544758890925e-07,2.7159343523269e-10,4.0134290992568e-12,1.196042499781e-12
0.0477,957.872429391428,1,heating_and_melting,2.28110981123731e-07,2.71543959841648e-10,4.09547214227559e-12,1.22049215712763e-12
0.0478,961.545888151123,1,heating_and_melting,2.32852725252152e-07,2.71492581122306e-10,4.18067139775111e-12,1.24588239773691e-12
0.0479,965.30962423688,1,heating_and_melting,2.37779546242104e-07,2.71439195373216e-10,4.26919882960995e-12,1.27226446859977e-12
0.048,969.168830284083,1,heating_and_melting,2.42902163290635e-07,2.71383686244356e-10,4.36124737639407e-12,1.29969586735483e-12
0.0481,973.129264940445,1,heating_and_melting,2.4823245982598e-07,2.71325924737132e-10,4.45703095126077e-12,1.32824034228843e-12
0.0482,977.197248033094,1,heating_and_melting,2.53783483507522e-07,2.71265769204381e-10,4.55678444198268e-12,1.35796789233461e-12
0.0483,981.379655344853,1,heating_and_melting,2.59569446225815e-07,2.71203065350367e-10,4.66076371094782e-12,1.38895476707509e-12
0.0484,985.683912961726,1,heating_and_melting,2.65605724102574e-07,2.71137646230782e-10,4.76924559515953e-12,1.42128346673931e-12
0.0485,990.117991150655,1,heating_and_melting,2.71908857490675e-07,2.71069332252747e-10,4.88252790623648e-12,1.45504274220441e-12
0.0486,994.690397723812,1,heating_and_melting,2.78496550974166e-07,2.70997931174811e-10,5.00092943041275e-12,1.49032759499523e-12
0.0487,999.410170843041,1,heating_and_melting,2.85387673368242e-07,2.70923238106954e-10,5.12478992853771e-12,1.5272392772843e-12
0.0488,1004.28684476684,1,heating_and_melting,2.9260220641912e-07,2.70845036066586e-10,5.25446921407459e-12,1.56588501712609e-12
0.0489,1009.25330559507,1,heating_and_melting,3.00011353607887e-07,2.70764720666306e-10,5.38765299901213e-12,1.60557513326555e-12
0.049,1014.22292908812,1,heating_and_melting,3.07447427141278e-07,2.70684109491146e-10,5.52132725548784e-12,1.64541141488846e-12
0.0491,1019.17133634494,1,heating_and_melting,3.14862988543837e-07,2.70603716935022e-10,5.65463898484428e-12,1.68513965975994e-12
0.0492,1024.07793632875,1,heating_and_melting,3.22217731492485e-07,2.70523980082244e-10,5.78686338782292e-12,1.72454387036376e-12
0.0493,1028.92589911034,1,heating_and_melting,3.29478481816448e-07,2.70445258707512e-10,5.91740386456413e-12,1.76344625390234e-12
0.0494,1033.7021287065,1,heating_and_melting,3.3661919749729e-07,2.70367835275922e-10,6.04579201460715e-12,1.80170722229671e-12
0.0495,1038.39723619167,1,heating_and_melting,3.43620968668928e-07,2.70291914942963e-10,6.17168763689016e-12,1.83922539218657e-12
0.0496,1043.00551360651,1,heating_and_melting,3.504720176176e-07,2.70217625554516e-10,6.29487872975018e-12,1.87593758493026e-12
0.0497,1047.5249090349,1,heating_and_melting,3.5716769878188e-07,2.70145017646856e-10,6.41528149092315e-12,1.91181882660475e-12
0.0498,1051.95700307264,1,heating_and_melting,3.63710498752683e-07,2.70074064446652e-10,6.53294031754391e-12,1.94688234800566e-12
0.0499,1056.30698676453,1,heating_and_melting,3.70110036273257e-07,2.70004661870966e-10,6.64802780614618e-12,1.98117958464723e-12
0.05,1060.58364094307,1,heating_and_melting,3.763830622392e-07,2.69936628527251e-10,6.76084475266259e-12,2.01480017676237e-12
0.0501,1064.79931676045,1,heating_and_melting,3.82553459698404e-07,2.69869705713356e-10,6.87182015242464e-12,2.04787196930261e-12
0.0502,1068.96928353465,1,heating_and_melting,3.88650991170045e-07,2.69803570990371e-10,6.98148869285688e-12,2.08055430453315e-12
0.0503,1073.08963251369,1,heating_and_melting,3.94667597776631e-07,2.69738311702423e-10,7.08970553471729e-12,2.11280401889364e-12
0.0504,1077.15576680209,1,heating_and_melting,4.00593847292951e-07,2.69674030104533e-10,7.19630111263858e-12,2.14457058018812e-12
0.0505,1081.16975926282,1,heating_and_melting,4.06433507348158e-07,2.6961068543445e-10,7.30134302101169e-12,2.17587413222934e-12
0.0506,1085.13358177899,1,heating_and_melting,4.12190167462366e-07,2.69548238856864e-10,7.40489565886577e-12,2.20673386657991e-12
0.0507,1089.04910604548,1,heating_and_melting,4.17867239046607e-07,2.69486653463399e-10,7.50702022986822e-12,2.23716802255228e-12
0.0508,1092.91810432734,1,heating_and_melting,4.23467955402861e-07,2.69425894272618e-10,7.60777474232471e-12,2.26719388720877e-12
0.0509,1096.7422501871,1,heating_and_melting,4.28995371724067e-07,2.69365928230019e-10,7.70721400917912e-12,2.29682779536151e-12
0.051,1100.52311918286,1,heating_and_melting,4.34452365094076e-07,2.69306724208039e-10,7.80538964801359e-12,2.32608512957253e-12
0.0511,1104.26218953911,1,heating_and_melting,4.39841634487703e-07,2.69248253006051e-10,7.9023500810485e-12,2.35498032015367e-12
0.0512,1107.9608427918,1,heating_and_melting,4.45165700770684e-07,2.69190487350366e-10,7.99814053514246e-12,2.38352684516664e-12
0.0513,1111.62036440943,1,heating_and_melting,4.50426906699706e-07,2.69133401894229e-10,8.09280304179237e-12,2.41173723042299e-12
0.0514,1115.24194439159,1,heating_and_melting,4.55627416922393e-07,2.69076973217826e-10,8.18637643713332e-12,2.43962304948413e-12
0.0515,1118.82667784623,1,heating_and_melting,4.60769217977304e-07,2.69021179828277e-10,8.27889636193867e-12,2.46719492366131e-12
0.0516,1122.37556554715,1,heating_and_melting,4.65854118293958e-07,2.68966002159639e-10,8.37039526162002e-12,2.49446252201563e-12
0.0517,1125.89002779376,1,heating_and_melting,4.70884772709776e-07,2.68911411488916e-10,8.46092076636616e-12,2.52144003882552e-12
0.0518,1129.37158163849,1,heating_and_melting,4.75864041785099e-07,2.68857376867477e-10,8.55052419703742e-12,2.54814276822689e-12
0.0519,1132.82090102965,1,heating_and_melting,4.80793113058534e-07,2.68803885446724e-10,8.63922685994642e-12,2.57457705971657e-12
0.052,1136.23863873787,1,heating_and_melting,4.85673137851584e-07,2.68750924769896e-10,8.72704941163999e-12,2.60074906915462e-12
0.0521,1139.6254342486,1,heating_and_melting,4.9050524678939e-07,2.68698482604148e-10,8.81401213734631e-12,2.62666484174441e-12
0.0522,1142.98191386734,1,heating_and_melting,4.9529054980078e-07,2.6864654694056e-10,8.90013495097493e-12,2.65233031203255e-12
0.0523,1146.30869082192,1,heating_and_melting,5.00030136118229e-07,2.68595105994131e-10,8.98543739511677e-12,2.67775130390898e-12
0.0524,1149.60636536215,1,heating_and_melting,5.04725074277854e-07,2.68544148203781e-10,9.06993864104409e-12,2.7029335306069e-12
0.0525,1152.87552485664,1,heating_and_melting,5.09376412119456e-07,2.68493662232351e-10,9.15365748871054e-12,2.72788259470282e-12
0.0526,1156.11674388723,1,heating_and_melting,5.1398517678647e-07,2.68443636966601e-10,9.23661236675114e-12,2.75260398811651e-12
0.0527,1159.33058434075,1,heating_and_melting,5.18552374725994e-07,2.68394061517214e-10,9.31882133248227e-12,2.77710309211107e-12
0.0528,1162.51759549849,1,heating_and_melting,5.23078991688788e-07,2.68344925218792e-10,9.40030207190166e-12,2.80138517729284e-12
0.0529,1165.67831412324,1,heating_and_melting,5.27565992729271e-07,2.68296217629859e-10,9.48107189968841e-12,2.82545540361149e-12
0.053,1168.81326454415,1,heating_and_melting,5.32014322205512e-07,2.68247928532859e-10,9.56114775920302e-12,2.84931882035995e-12
0.0531,1171.92295873934,1,heating_and_melting,5.36424903779224e-07,2.68200047934156e-10,9.6405462224873e-12,2.87298036617445e-12
0.0532,1175.00789641645,1,heating_and_melting,5.40798640415815e-07,2.68152566064036e-10,9.71928349026447e-12,2.8964448690345e-12
0.0533,1178.06856509109,1,heating_and_melting,5.45136414384321e-07,2.68105473376705e-10,9.7973753919391e-12,2.91971704626292e-12
0.0534,1181.10544016337,1,heating_and_melting,5.4943908725743e-07,2.68058760550289e-10,9.87483738559712e-12,2.94280150452578e-12
0.0535,1184.11898499247,1,heating_and_melting,5.53707499911514e-07,2.68012418486836e-10,9.95168455800584e-12,2.96570273983248e-12
0.0536,1187.10965096942,1,heating_and_melting,5.57942472526578e-07,2.67966438312315e-10,1.00279316246139e-11,2.98842513753567e-12
0.0537,1190.07787758805,1,heating_and_melting,5.6214480458629e-07,2.67920811376614e-10,1.01035929295514e-11,3.01097297233132e-12
0.0538,1193.02409251425,1,heating_and_melting,5.6631527487799e-07,2.67875529253542e-10,1.01786824456296e-11,3.03335040825867e-12
0.0539,1195.94871165351,1,heating_and_melting,5.70454641492649e-07,2.6783058374083e-10,1.02532137743414e-11,3.05556149870025e-12
0.054,1198.85213921698,1,heating_and_melting,5.74563641824916e-07,2.67785966860129e-10,1.03272001458609e-11,3.07761018638189e-12
0.0541,1201.73476778579,1,heating_and_melting,5.78642992573092e-07,2.6774167085701e-10,1.04006544190436e-11,3.09950030337268e-12
0.0542,1204.59697837405,1,heating_and_melting,5.82693389739135e-07,2.67697688200966e-10,1.04735890814263e-11,3.12123557108504e-12
0.0543,1207.43914049029,1,heating_and_melting,5.86715508628641e-07,2.67654011585409e-10,1.05460162492273e-11,3.14281960027463e-12
0.0544,1210.26161219753,1,heating_and_melting,5.90710003850891e-07,2.67610633927673e-10,1.06179476673461e-11,3.16425589104044e-12
0.0545,1213.06474017202,1,heating_and_melting,5.94677509318817e-07,2.67567548369013e-10,1.06893947093637e-11,3.18554783282473e-12
0.0546,1215.84885976064,1,heating_and_melting,5.98618638248996e-07,2.67524748274603e-10,1.07603683775425e-11,3.20669870441303e-12
0.0547,1218.61429503708,1,heating_and_melting,6.02533983161682e-07,2.6748222723354e-10,1.08308793028261e-11,3.22771167393421e-12
0.0548,1221.36135885676,1,heating_and_melting,6.06424115880755e-07,2.67439979058839e-10,1.09009377448396e-11,3.24858979886036e-12
0.0549,1224.0903529106,1,heating_and_melting,6.10289587533778e-07,2.67397997787438e-10,1.09705535918893e-11,3.26933602600692e-12
0.055,1226.80156777763,1,heating_and_melting,6.14130928551967e-07,2.67356277680195e-10,1.10397363609632e-11,3.28995319153257e-12
0.0551,1229.49528297657,1,heating_and_melting,6.17948648670182e-07,2.67314813221887e-10,1.11084951977303e-11,3.31044402093931e-12
0.0552,1232.17176701623,1,heating_and_melting,6.21743236926952e-07,2.67273599121215e-10,1.11768388765411e-11,3.33081112907242e-12
0.0553,1234.83127744498,1,heating_and_melting,6.25515161664468e-07,2.67232630310798e-10,1.12447758004275e-11,3.35105702012046e-12
0.0554,1237.47406089921,1,heating_and_melting,6.2926487052857e-07,2.67191901947176e-10,1.13123140011029e-11,3.37118408761529e-12
0.0555,1240.10035315077,1,heating_and_melting,6.32992790468748e-07,2.67151409410811e-10,1.13794611389617e-11,3.39119461443204e-12
0.0556,1242.71037915358,1,heating_and_melting,6.3669932773816e-07,2.67111148306084e-10,1.144622450308e-11,3.41109077278915e-12
0.0557,1245.30435308925,1,heating_and_melting,6.40384867893611e-07,2.67071114461299e-10,1.15126110112151e-11,3.43087462424833e-12
0.0558,1247.88247841187,1,heating_and_melting,6.44049775795589e-07,2.67031303928678e-10,1.15786272098058e-11,3.45054811971459e-12
0.0559,1250.44494789194,1,heating_and_melting,6.47694395608196e-07,2.66991712984366e-10,1.1644279273972e-11,3.47011309943623e-12
0.056,1252.9919436595,1,heating_and_melting,6.51319050799226e-07,2.66952338128427e-10,1.17095730075153e-11,3.48957129300482e-12
0.0561,1255.52363724641,1,heating_and_melting,6.54924044140125e-07,2.66913176084846e-10,1.17745138429184e-11,3.50892431935523e-12
0.0562,1258.04018962796,1,heating_and_melting,6.58509657705985e-07,2.6687422380153e-10,1.18391068413456e-11,3.52817368676562e-12
0.0563,1260.54175126357,1,heating_and_melting,6.62076152875552e-07,2.66835478450305e-10,1.19033566926423e-11,3.54732079285744e-12
0.0564,1263.02846213693,1,heating_and_melting,6.6562377033124e-07,2.66796937426919e-10,1.19672677153355e-11,3.56636692459543e-12
0.0565,1265.50045179527,1,heating_and_melting,6.69152730059126e-07,2.6675859835104e-10,1.20308438566334e-11,3.5853132582876e-12
0.0566,1267.95783938805,1,heating_and_melting,6.7266323134892e-07,2.66720459066256e-10,1.20940886924256e-11,3.60416085958526e-12
0.0567,1270.40073370489,1,heating_and_melting,6.76155452794021e-07,2.66682517640077e-10,1.21570054272833e-11,3.62291068348302e-12
0.0568,1272.82923321289,1,heating_and_melting,6.79629552291461e-07,2.66644772363933e-10,1.22195968944587e-11,3.64156357431875e-12
0.0569,1275.24342609322,1,heating_and_melting,6.83085667041935e-07,2.66607221753175e-10,1.22818655558855e-11,3.66012026577364e-12
0.057,1277.64339027717,1,heating_and_melting,6.86523913549784e-07,2.66569864547075e-10,1.23438135021789e-11,3.67858138087214e-12
0.0571,1280.02934919533,1,heating_and_melting,6.89944702928291e-07,2.66532696297239e-10,1.24054481099297e-11,3.69694911791299e-12
0.0572,1282.40171069343,1,heating_and_melting,6.9334882178114e-07,2.6649570849251e-10,1.24667834928471e-11,3.71522768292445e-12
0.0573,1284.76060203865,1,heating_and_melting,6.96736490671551e-07,2.6645889874628e-10,1.25278236085456e-11,3.73341825531563e-12
0.0574,1287.10614050803,1,heating_and_melting,7.00107910497422e-07,2.66422264884721e-10,1.25885720617981e-11,3.7515219093454e-12
0.0575,1289.43844203919,1,heating_and_melting,7.03463279970786e-07,2.66385804757653e-10,1.26490324181578e-11,3.76953970758469e-12
0.0576,1291.75762123751,1,heating_and_melting,7.06802795617766e-07,2.66349516238552e-10,1.27092082039577e-11,3.78747270091643e-12
0.0577,1294.06379138327,1,heating_and_melting,7.10126651778595e-07,2.66313397224541e-10,1.27691029063108e-11,3.80532192853561e-12
0.0578,1296.35706443864,1,heating_and_melting,7.13435040607635e-07,2.66277445636397e-10,1.28287199731102e-11,3.82308841794926e-12
0.0579,1298.63755105455,1,heating_and_melting,7.16728152073344e-07,2.66241659418547e-10,1.28880628130288e-11,3.84077318497641e-12
0.058,1300.90536057749,1,heating_and_melting,7.2000617395829e-07,2.6620603653907e-10,1.29471347955197e-11,3.85837723374818e-12
0.0581,1303.16060105622,1,heating_and_melting,7.23269291859163e-07,2.66170574989696e-10,1.30059392508156e-11,3.87590155670767e-12
0.0582,1305.40337924839,1,heating_and_melting,7.26517689186759e-07,2.66135272785806e-10,1.30644794699295e-11,3.89334713461005e-12
0.0583,1307.63380062701,1,heating_and_melting,7.29751547165978e-07,2.66100127966434e-10,1.31227587046543e-11,3.91071493652251e-12
0.0584,1309.85196938687,1,heating_and_melting,7.32971044835848e-07,2.66065138594263e-10,1.31807801675629e-11,3.92800591982429e-12
0.0585,1312.05798845088,1,heating_and_melting,7.3617635904949e-07,2.66030302755628e-10,1.3238547032008e-11,3.94522103020664e-12
0.0586,1314.25195947631,1,heating_and_melting,7.39367664474137e-07,2.65995618560516e-10,1.32960624321225e-11,3.96236120167287e-12
0.0587,1316.4339828609,1,heating_and_melting,7.42545133591148e-07,2.65961084142566e-10,1.33533294628191e-11,3.97942735653832e-12
0.0588,1318.60415774896,1,heating_and_melting,7.45708936695983e-07,2.65926697659065e-10,1.34103511797906e-11,3.99642040543036e-12
0.0589,1320.76258203731,1,heating_and_melting,7.48859241898214e-07,2.65892457290956e-10,1.34671305995097e-11,4.01334124728838e-12
0.059,1322.9093523812,1,heating_and_melting,7.51996215121511e-07,2.6585836124283e-10,1.35236706992291e-11,4.03019076936384e-12
0.0591,1325.04456420007,1,heating_and_melting,7.55120020103687e-07,2.6582440774293e-10,1.35799744169814e-11,4.04696984722021e-12
0.0592,1327.16831168333,1,heating_and_melting,7.58230818396631e-07,2.65790595043151e-10,1.36360446515793e-11,4.06367934473301e-12
0.0593,1329.28068779598,1,heating_and_melting,7.61328769366367e-07,2.65756921419038e-10,1.36918842626154e-11,4.08032011408977e-12
0.0594,1331.38178428416,1,heating_and_melting,7.64414030193019e-07,2.65723385169789e-10,1.37474960704624e-11,4.09689299579009e-12
0.0595,1333.47169168069,1,heating_and_melting,7.67486755870827e-07,2.65689984618253e-10,1.38028828562727e-11,4.11339881864557e-12
0.0596,1335.55049931043,1,heating_and_melting,7.70547099208135e-07,2.65656718110929e-10,1.38580473619789e-11,4.12983839977988e-12
