时间(ms),颗粒温度(K),火焰温度(K),颗粒半径(um),氧化层厚度(um),火焰半径(um),Mg质量(ug),MgO质量(ug),碳质量(ug),对流换热(W),辐射换热(W),反应热(W),表面反应热(W),总热量(W)
1.8,304.313386601594,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.64499264508715,0.540980321151797,0,0,1.18597296623895
1.9,304.552781118841,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.644870938354165,0.540977930451405,0,0,1.18584886880557
2,304.792150585837,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.644749244356577,0.54097553435776,0,0,1.18572477871434
2.1,305.031495004064,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.644627563093633,0.540973132863748,0,0,1.18560069595738
2.2,305.270814375,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.64450589456458,0.540970725962249,0,0,1.18547662052683
2.3,305.510108700125,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.644384238768667,0.540968313646146,0,0,1.18535255241481
2.4,305.749377980914,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.644262595705144,0.540965895908317,0,0,1.18522849161346
2.5,305.988622218843,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.644140965373261,0.540963472741639,0,0,1.1851044381149
2.6,306.227841415386,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.644019347772268,0.540961044138987,0,0,1.18498039191126
2.7,306.467035572013,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.643897742901417,0.540958610093237,0,0,1.18485635299465
2.8,306.706204690195,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.643776150759961,0.540956170597259,0,0,1.18473232135722
2.9,306.945348771401,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.643654571347153,0.540953725643925,0,0,1.18460829699108
3,307.184467817098,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.643533004662248,0.540951275226103,0,0,1.18448427988835
3.1,307.423561828751,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.6434114507045,0.54094881933666,0,0,1.18436027004116
3.2,307.662630807824,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.643289909473165,0.540946357968463,0,0,1.18423626744163
3.3,307.901674755778,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.643168380967501,0.540943891114375,0,0,1.18411227208188
3.4,308.140693674074,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.643046865186763,0.540941418767258,0,0,1.18398828395402
3.5,308.379687564172,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.642925362130212,0.540938940919973,0,0,1.18386430305018
3.6,308.618656427529,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.642803871797105,0.540936457565379,0,0,1.18374032936248
3.7,308.857600265601,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.642682394186703,0.540933968696334,0,0,1.18361636288304
3.8,309.096519079843,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.642560929298265,0.540931474305693,0,0,1.18349240360396
3.9,309.335412871706,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.642439477131054,0.54092897438631,0,0,1.18336845151736
4,309.574281642644,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.642318037684331,0.540926468931038,0,0,1.18324450661537
4.1,309.813125394104,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.64219661095736,0.540923957932728,0,0,1.18312056889009
4.2,310.051944127536,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.642075196949404,0.54092144138423,0,0,1.18299663833363
4.3,310.290737844385,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.641953795659729,0.540918919278391,0,0,1.18287271493812
4.4,310.529506546096,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.641832407087599,0.540916391608056,0,0,1.18274879869566
4.5,310.768250234113,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.641711031232281,0.540913858366072,0,0,1.18262488959835
4.6,311.006968909877,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.641589668093041,0.54091131954528,0,0,1.18250098763832
4.7,311.245662574829,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.641468317669149,0.540908775138523,0,0,1.18237709280767
4.8,311.484331230406,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.641346979959872,0.54090622513864,0,0,1.18225320509851
4.9,311.722974878045,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.64122565496448,0.54090366953847,0,0,1.18212932450295
5,311.961593519183,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.641104342682244,0.540901108330848,0,0,1.18200545101309
5.1,312.200187155251,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.640983043112434,0.540898541508612,0,0,1.18188158462105
5.2,312.438755787683,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.640861756254322,0.540895969064593,0,0,1.18175772531892
5.3,312.677299417909,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.640740482107182,0.540893390991626,0,0,1.18163387309881
5.4,312.915818047358,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.640619220670287,0.540890807282539,0,0,1.18151002795283
5.5,313.154311677456,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.640497971942911,0.540888217930162,0,0,1.18138618987307
5.6,313.39278030963,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.640376735924329,0.540885622927323,0,0,1.18126235885165
5.7,313.631223945304,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.640255512613818,0.540883022266848,0,0,1.18113853488067
5.8,313.8696425859,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.640134302010654,0.540880415941561,0,0,1.18101471795221
5.9,314.108036232838,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.640013104114115,0.540877803944285,0,0,1.1808909080584
6,314.346404887539,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.63989191892348,0.540875186267842,0,0,1.18076710519132
6.1,314.584748551419,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.639770746438027,0.540872562905053,0,0,1.18064330934308
6.2,314.823067225896,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.639649586657037,0.540869933848734,0,0,1.18051952050577
6.3,315.061360912382,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.639528439579791,0.540867299091705,0,0,1.1803957386715
6.4,315.299629612292,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.63940730520557,0.540864658626779,0,0,1.18027196383235
6.5,315.537873327037,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.639286183533657,0.540862012446772,0,0,1.18014819598043
6.6,315.776092058025,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.639165074563336,0.540859360544495,0,0,1.18002443510783
6.7,316.014285806665,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.639043978293889,0.540856702912761,0,0,1.17990068120665
6.8,316.252454574365,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.638922894724604,0.540854039544379,0,0,1.17977693426898
6.9,316.490598362527,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.638801823854764,0.540851370432157,0,0,1.17965319428692
7,316.728717172557,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.638680765683657,0.540848695568902,0,0,1.17952946125256
7.1,316.966811005855,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.63855972021057,0.54084601494742,0,0,1.17940573515799
7.2,317.204879863821,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.638438687434791,0.540843328560514,0,0,1.17928201599531
7.3,317.442923747855,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.63831766735561,0.540840636400987,0,0,1.1791583037566
7.4,317.680942659352,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.638196659972317,0.54083793846164,0,0,1.17903459843396
7.5,317.918936599708,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.6380756652842,0.540835234735273,0,0,1.17891090001947
7.6,318.156905570318,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.637954683290554,0.540832525214684,0,0,1.17878720850524
7.7,318.394849572572,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.637833713990668,0.540829809892669,0,0,1.17866352388334
7.8,318.632768607861,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.637712757383838,0.540827088762026,0,0,1.17853984614586
7.9,318.870662677575,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.637591813469356,0.540824361815546,0,0,1.1784161752849
8,319.108531783101,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.637470882246517,0.540821629046024,0,0,1.17829251129254
8.1,319.346375925824,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.637349963714617,0.540818890446251,0,0,1.17816885416087
8.2,319.584195107128,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.637229057872952,0.540816146009016,0,0,1.17804520388197
8.3,319.821989328396,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.63710816472082,0.540813395727108,0,0,1.17792156044793
8.4,320.059758591009,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.636987284257517,0.540810639593314,0,0,1.17779792385083
8.5,320.297502896346,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.636866416482344,0.540807877600419,0,0,1.17767429408276
8.6,320.535222245785,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.636745561394599,0.54080510974121,0,0,1.17755067113581
8.7,320.772916640701,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.636624718993583,0.540802336008468,0,0,1.17742705500205
8.8,321.01058608247,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.636503889278598,0.540799556394975,0,0,1.17730344567357
8.9,321.248230572465,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.636383072248944,0.540796770893511,0,0,1.17717984314246
9,321.485850112056,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.636262267903926,0.540793979496857,0,0,1.17705624740078
9.1,321.723444702613,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.636141476242846,0.540791182197788,0,0,1.17693265844063
9.2,321.961014345505,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.63602069726501,0.540788378989083,0,0,1.17680907625409
9.3,322.198559042097,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.635899930969722,0.540785569863515,0,0,1.17668550083324
9.4,322.436078793756,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.635779177356288,0.540782754813859,0,0,1.17656193217015
9.5,322.673573601844,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.635658436424016,0.540779933832888,0,0,1.1764383702569
9.6,322.911043467722,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.635537708172213,0.540777106913371,0,0,1.17631481508558
9.7,323.148488392752,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.635416992600187,0.54077427404808,0,0,1.17619126664827
9.8,323.385908378291,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.635296289707249,0.540771435229782,0,0,1.17606772493703
9.9,323.623303425697,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.635175599492707,0.540768590451245,0,0,1.17594418994395
10,323.860673536325,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.635054921955874,0.540765739705235,0,0,1.17582066166111
10.1,324.098018711528,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.63493425709606,0.540762882984516,0,0,1.17569714008058
10.2,324.335338952659,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.634813604912579,0.540760020281852,0,0,1.17557362519443
10.3,324.572634261069,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.634692965404744,0.540757151590006,0,0,1.17545011699475
10.4,324.809904638105,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.634572338571869,0.540754276901737,0,0,1.17532661547361
10.5,325.047150085116,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.634451724413268,0.540751396209806,0,0,1.17520312062307
10.6,325.284370603447,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.634331122928259,0.540748509506971,0,0,1.17507963243523
10.7,325.521566194443,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.634210534116157,0.540745616785989,0,0,1.17495615090215
10.8,325.758736859445,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.63408995797628,0.540742718039616,0,0,1.1748326760159
10.9,325.995882599796,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.633969394507946,0.540739813260607,0,0,1.17470920776855
11,326.233003416834,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.633848843710475,0.540736902441714,0,0,1.17458574615219
11.1,326.470099311897,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.633728305583186,0.540733985575691,0,0,1.17446229115888
11.2,326.70717028632,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.6336077801254,0.540731062655287,0,0,1.17433884278069
11.3,326.94421634144,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.633487267336438,0.540728133673254,0,0,1.17421540100969
11.4,327.181237478589,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.633366767215623,0.540725198622339,0,0,1.17409196583796
11.5,327.418233699097,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.633246279762278,0.540722257495289,0,0,1.17396853725757
11.6,327.655205004295,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.633125804975726,0.540719310284852,0,0,1.17384511526058
11.7,327.892151395512,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.633005342855294,0.540716356983771,0,0,1.17372169983906
11.8,328.129072874072,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.632884893400306,0.54071339758479,0,0,1.1735982909851
11.9,328.365969441303,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.632764456610088,0.540710432080653,0,0,1.17347488869074
12,328.602841098526,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.632644032483968,0.5407074604641,0,0,1.17335149294807
12.1,328.839687847064,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.632523621021273,0.540704482727871,0,0,1.17322810374914
12.2,329.076509688237,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.632403222221334,0.540701498864706,0,0,1.17310472108604
12.3,329.313306623363,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.632282836083479,0.540698508867342,0,0,1.17298134495082
12.4,329.550078653759,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.632162462607039,0.540695512728517,0,0,1.17285797533556
12.5,329.786825780742,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.632042101791344,0.540692510440965,0,0,1.17273461223231
12.6,330.023548005623,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.631921753635728,0.540689501997421,0,0,1.17261125563315
12.7,330.260245329717,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.631801418139523,0.540686487390619,0,0,1.17248790553014
12.8,330.496917754333,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.631681095302063,0.540683466613289,0,0,1.17236456191535
12.9,330.73356528078,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.631560785122681,0.540680439658164,0,0,1.17224122478085
13,330.970187910366,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.631440487600715,0.540677406517974,0,0,1.17211789411869
13.1,331.206785644397,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.631320202735499,0.540674367185446,0,0,1.17199456992094
13.2,331.443358484176,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.63119993052637,0.540671321653309,0,0,1.17187125217968
13.3,331.679906431006,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.631079670972667,0.540668269914289,0,0,1.17174794088696
13.4,331.916429486189,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.630959424073728,0.540665211961111,0,0,1.17162463603484
13.5,332.152927651023,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.630839189828893,0.5406621477865,0,0,1.17150133761539
13.6,332.389400926807,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.630718968237501,0.540659077383179,0,0,1.17137804562068
13.7,332.625849314837,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.630598759298894,0.540656000743869,0,0,1.17125476004276
13.8,332.862272816407,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.630478563012413,0.540652917861293,0,0,1.17113148087371
13.9,333.09867143281,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.630358379377401,0.54064982872817,0,0,1.17100820810557
14,333.335045165338,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.630238208393202,0.540646733337218,0,0,1.17088494173042
14.1,333.571394015281,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.63011805005916,0.540643631681156,0,0,1.17076168174032
14.2,333.807717983926,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.629997904374619,0.540640523752701,0,0,1.17063842812732
14.3,334.044017072561,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.629877771338927,0.540637409544567,0,0,1.17051518088349
14.4,334.28029128247,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.629757650951429,0.540634289049469,0,0,1.1703919400009
14.5,334.516540614937,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.629637543211472,0.540631162260122,0,0,1.17026870547159
14.6,334.752765071244,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.629517448118407,0.540628029169237,0,0,1.17014547728764
14.7,334.98896465267,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.62939736567158,0.540624889769527,0,0,1.17002225544111
14.8,335.225139360495,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.629277295870343,0.540621744053701,0,0,1.16989903992404
14.9,335.461289195995,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.629157238714047,0.540618592014468,0,0,1.16977583072851
15,335.697414160447,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.629037194202042,0.540615433644538,0,0,1.16965262784658
15.1,335.933514255123,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.628917162333681,0.540612268936618,0,0,1.1695294312703
15.2,336.169589481296,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.628797143108317,0.540609097883413,0,0,1.16940624099173
15.3,336.405639840237,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.628677136525305,0.54060592047763,0,0,1.16928305700293
15.4,336.641665333215,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.628557142584,0.540602736711972,0,0,1.16915987929597
15.5,336.877665961497,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.628437161283755,0.540599546579143,0,0,1.1690367078629
15.6,337.113641726348,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.62831719262393,0.540596350071845,0,0,1.16891354269578
15.7,337.349592629167,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.628197236603812,0.540593147182778,0,0,1.16879038378659
15.8,337.585518671343,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.628077293222696,0.540589937904641,0,0,1.16866723112734
15.9,337.821419854133,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.627957362479942,0.540586722230132,0,0,1.16854408471007
16,338.057296178792,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.627837444374913,0.540583500151951,0,0,1.16842094452686
16.1,338.293147646572,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.62771753890697,0.540580271662794,0,0,1.16829781056977
16.2,338.528974258725,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.62759764607548,0.540577036755359,0,0,1.16817468283084
16.3,338.764776016501,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.627477765879805,0.540573795422341,0,0,1.16805156130215
16.4,339.000552921147,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.627357898319312,0.540570547656434,0,0,1.16792844597575
16.5,339.236304973911,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.627238043393367,0.540567293450332,0,0,1.1678053368437
16.6,339.472032176038,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.627118201101336,0.540564032796728,0,0,1.16768223389806
16.7,339.707734528771,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.626998371442587,0.540560765688313,0,0,1.1675591371309
16.8,339.943412033351,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.62687855441649,0.54055749211778,0,0,1.16743604653427
16.9,340.17906469102,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.626758750022413,0.540554212077816,0,0,1.16731296210023
17,340.414692503017,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.626638958259726,0.540550925561112,0,0,1.16718988382084
17.1,340.650295470577,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.626519179127802,0.540547632560356,0,0,1.16706681168816
17.2,340.885873594938,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.626399412626011,0.540544333068234,0,0,1.16694374569425
17.3,341.121426877332,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.626279658753725,0.540541027077434,0,0,1.16682068583116
17.4,341.356955318993,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.62615991751032,0.540537714580639,0,0,1.16669763209096
17.5,341.592458921152,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.626040188895168,0.540534395570536,0,0,1.1665745844657
17.6,341.827937685037,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.625920472907645,0.540531070039807,0,0,1.16645154294745
17.7,342.063391611877,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.625800769547127,0.540527737981135,0,0,1.16632850752826
17.8,342.298820702898,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.625681078812989,0.540524399387202,0,0,1.16620547820019
17.9,342.534224959324,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.625561400704611,0.540521054250689,0,0,1.1660824549553
18,342.769604382379,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.625441735221368,0.540517702564276,0,0,1.16595943778564
18.1,343.004958973283,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.625322082362642,0.540514344320642,0,0,1.16583642668328
18.2,343.240288733258,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.625202442127811,0.540510979512466,0,0,1.16571342164028
18.3,343.47559366352,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.625082814516257,0.540507608132425,0,0,1.16559042264868
18.4,343.710873765288,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.62496319952736,0.540504230173195,0,0,1.16546742970055
18.5,343.946129039776,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.624843597160502,0.540500845627453,0,0,1.16534444278795
18.6,344.181359488197,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.624724007415068,0.540497454487873,0,0,1.16522146190294
18.7,344.416565111765,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.62460443029044,0.540494056747129,0,0,1.16509848703757
18.8,344.651745911688,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.624484865786003,0.540490652397895,0,0,1.1649755181839
18.9,344.886901889177,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.624365313901143,0.540487241432844,0,0,1.16485255533399
19,345.122033045439,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.624245774635246,0.540483823844646,0,0,1.16472959847989
19.1,345.357139381679,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.624126247987698,0.540480399625973,0,0,1.16460664761367
19.2,345.592220899101,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.624006733957888,0.540476968769495,0,0,1.16448370272738
19.3,345.827277598909,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.623887232545204,0.540473531267881,0,0,1.16436076381308
19.4,346.062309482303,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.623767743749035,0.540470087113799,0,0,1.16423783086283
19.5,346.297316550482,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.623648267568773,0.540466636299917,0,0,1.16411490386869
19.6,346.532298804645,NaN,394,13,NaN,0.403099987431474,0.0895427082343574,0,0.623528804003807,0.540463178818901,0,0,1.16399198282271
