时间(ms),颗粒温度(K),火焰温度(K),颗粒半径(um),氧化层厚度(um),火焰半径(um),Mg质量(ug),MgO质量(ug),碳质量(ug),对流换热(W),辐射换热(W),反应热(W),表面反应热(W),总热量(W)
12,1173.27470922208,NaN,20.1551594100618,1.00031266768398,NaN,5.12241618226938e-05,1.77250660390859e-05,5.51738667804555e-10,0.00283719641599092,0.000978866615710237,1.08643397476375e-05,1.08643397476375e-05,0.0038269273714488
12.1,1177.30365077118,NaN,20.1551691917079,1.0003318536331,NaN,5.12240933132835e-05,1.77251796454743e-05,5.85594521601051e-10,0.00280860089317357,0.000972809384699211,1.13725621014592e-05,1.13725621014592e-05,0.00379278283997424
12.2,1181.2967917648,NaN,20.1551794206405,1.0003519169459,NaN,5.12240216709707e-05,1.77252984470285e-05,6.20998587392272e-10,0.00278025951207914,0.000966744332140155,1.18926239255875e-05,1.18926239255875e-05,0.00375889646814488
12.3,1185.25439516516,NaN,20.1551901129702,1.00037288921912,NaN,5.12239467829294e-05,1.77254226308432e-05,6.58006621286049e-10,0.00275217040693409,0.00096067229320558,1.24314148519211e-05,1.24314148519211e-05,0.00372527411499159
12.4,1189.17672314798,NaN,20.1552012847255,1.00039480188943,NaN,5.12238685369054e-05,1.77255523830652e-05,6.96674096921351e-10,0.00272433171747682,0.000954594094078252,1.29888399989533e-05,1.29888399989533e-05,0.00369191465155403
12.5,1193.06403710286,NaN,20.1552129518531,1.00041768623342,NaN,5.12237868212157e-05,1.77256878888934e-05,7.37056205468283e-10,0.00269674158895762,0.000948510551735426,1.35648044787418e-05,1.35648044787418e-05,0.00365881694517179
12.6,1196.91659763349,NaN,20.1552251302174,1.00044157336758,NaN,5.12237015247494e-05,1.7725829332579e-05,7.79207855628087e-10,0.00266939817213866,0.000942422473742094,1.41592134119247e-05,1.41592134119247e-05,0.00362597985929268
12.7,1200.73466455799,NaN,20.1552378356011,1.00046649424833,NaN,5.12236125369668e-05,1.77259768974253e-05,8.23183673633147e-10,0.00264229962329398,0.000936330658053132,1.47719719084134e-05,1.47719719084134e-05,0.00359340225325552
12.8,1204.51849690922,NaN,20.1552510837047,1.000492479672,NaN,5.12235197479e-05,1.77261307657877e-05,8.69038003246979e-10,0.0026154441042095,0.000930235892824214,1.54029850888476e-05,1.54029850888476e-05,0.00356108298212256
12.9,1208.26835293498,NaN,20.1552648901469,1.00051956027484,NaN,5.12234230481526e-05,1.77262911190738e-05,9.16824905764241e-10,0.00258882978218298,0.000924138956231361,1.60521580631379e-05,1.60521580631379e-05,0.00352902089647747
13,1211.98449009837,NaN,20.1552792704641,1.000547766533,NaN,5.12233223288999e-05,1.77264581377433e-05,9.6659816001073e-10,0.00256245483002401,0.000918040616299013,1.67193959519233e-05,1.67193959519233e-05,0.00349721484227495
13.1,1215.66716507802,NaN,20.1552942401111,1.00057712876258,NaN,5.12232174818887e-05,1.7726632001308e-05,1.01841126234337e-09,0.00253631742605402,0.000911941630736497,1.74046038683342e-05,1.74046038683342e-05,0.00346566366065885
13.2,1219.31663376835,NaN,20.1553098144605,1.00060767711956,NaN,5.12231083994373e-05,1.77268128883321e-05,1.07231742665025e-09,0.00251041575410626,0.000905842746782737,1.81076869287177e-05,1.81076869287177e-05,0.00343436618781772
13.3,1222.93315127983,NaN,20.1553260088028,1.00063944159986,NaN,5.12229949744358e-05,1.77270009764317e-05,1.12836958435055e-09,0.00248474800352578,0.000899744701059105,1.88285502472761e-05,1.88285502472761e-05,0.00340332125483216
13.4,1226.51697193926,NaN,20.1553428383466,1.00067245203931,NaN,5.12228771003458e-05,1.77271964422751e-05,1.18662038439464e-09,0.00245931236916941,0.00089364821943026,1.95670989414311e-05,1.95670989414311e-05,0.0033725276875411
13.5,1230.06834928996,NaN,20.1553603182187,1.00070673811365,NaN,5.12227546712005e-05,1.77273994615828e-05,1.24712219326399e-09,0.00243410705140579,0.000887554016872849,2.03232381253841e-05,2.03232381253841e-05,0.00334198430640402
13.6,1233.58753609208,NaN,20.1553784634636,1.00074232933854,NaN,5.12226275816046e-05,1.77276102091274e-05,1.30992709497123e-09,0.00240913025611531,0.000881462797351932,2.10968729144103e-05,2.10968729144103e-05,0.00331168992638166
13.7,1237.07478432277,NaN,20.155397289044,1.00077925506957,NaN,5.12224957267346e-05,1.77278288587337e-05,1.37508689106012e-09,0.00238438019469015,0.000875375253705004,2.18879084248585e-05,2.18879084248585e-05,0.00328164335682001
13.8,1240.53034517648,NaN,20.1554168098406,1.00081754450222,NaN,5.12223590023383e-05,1.77280555832787e-05,1.44265310060554e-09,0.00235985508403421,0.000869292067533466,2.26962497720026e-05,2.26962497720026e-05,0.00325184340133968
13.9,1243.9544690651,NaN,20.1554370406519,1.00085722667192,NaN,5.12222173047355e-05,1.77282905546913e-05,1.51267696021354e-09,0.00233555314656316,0.000863213909101417,2.35218020721919e-05,2.35218020721919e-05,0.00322228885773677
14,1247.34740561826,NaN,20.1554579961947,1.00089833045397,NaN,5.12220705308172e-05,1.7728533943953e-05,1.58520942402129e-09,0.00231147261020441,0.000857141437241622,2.43644704407004e-05,2.43644704407004e-05,0.00319297851788673
14.1,1250.70940368351,NaN,20.1554796911036,1.00094088456363,NaN,5.12219185780461e-05,1.77287859210969e-05,1.6603011636971e-09,0.00228761170839707,0.000851075299268535,2.52241599906578e-05,2.52241599906578e-05,0.00316391116765626
14.2,1254.04071132651,NaN,20.1555021399313,1.00098491755605,NaN,5.12217613444568e-05,1.77290466552087e-05,1.73800256844041e-09,0.00226396868009198,0.000845016130898211,2.6100775839486e-05,2.6100775839486e-05,0.00313508558682968
14.3,1257.34157583128,NaN,20.1555253571485,1.00103045782632,NaN,5.12215987286549e-05,1.7729316314426e-05,1.81836374498182e-09,0.0022405417697517,0.000838964556175002,2.69942231046043e-05,2.69942231046043e-05,0.00310650054903131
14.4,1260.61224370035,NaN,20.1555493571438,1.00107753360941,NaN,5.12214306298182e-05,1.77295950659387e-05,1.90143451758305e-09,0.00221732922735047,0.000832921187404872,2.79044068991424e-05,2.79044068991424e-05,0.00307815482165448
14.5,1263.852960655,NaN,20.1555741542241,1.00112617298024,NaN,5.12212569476957e-05,1.77298830759888e-05,1.98726442803694e-09,0.00219432930837423,0.000826886625095212,2.88312323383769e-05,2.88312323383769e-05,0.00305004716580782
14.6,1267.06397163541,NaN,20.1555997626138,1.00117640385364,NaN,5.12210775826081e-05,1.77301805098703e-05,2.07590273566752e-09,0.0021715402738206,0.000820861457901,2.97746045386542e-05,2.97746045386542e-05,0.00302217633626026
14.7,1270.24552080089,NaN,20.1556261964559,1.00122825398435,NaN,5.12208924354477e-05,1.77304875319295e-05,2.16739841732991e-09,0.00214896039019889,0.00081484626257719,3.07344286163222e-05,3.07344286163222e-05,0.0029945410813924
14.8,1273.39785153,NaN,20.155653469811,1.00128175096701,NaN,5.12207014076786e-05,1.7730804305565e-05,2.26180016741039e-09,0.00212658792953004,0.000808841603937169,3.17106096845121e-05,3.17106096845121e-05,0.00296714014315172
14.9,1276.52120642077,NaN,20.1556815966577,1.00133692223621,NaN,5.1220504401336e-05,1.77311309932272e-05,2.35915639782637e-09,0.00210442116934669,0.000802848034817164,3.27030528617157e-05,3.27030528617157e-05,0.00293997225702557
15,1279.61582729088,NaN,20.1557105908929,1.00139379506644,NaN,5.12203013190272e-05,1.77314677564188e-05,2.4595152380264e-09,0.00208245839269312,0.00079686609604646,3.37116632621355e-05,3.37116632621355e-05,0.00291303615200172
15.1,1282.68195517778,NaN,20.1557404663313,1.00145239657209,NaN,5.12200920639308e-05,1.77318147556949e-05,2.56292453499017e-09,0.00206069788812524,0.000790896316423273,3.47363459999755e-05,3.47363459999755e-05,0.00288633055054849
15.2,1285.71983033887,NaN,20.1557712367056,1.00151275370749,NaN,5.12198765397971e-05,1.77321721506624e-05,2.6694318532285e-09,0.00203913794971062,0.000784939212696178,3.57770061926547e-05,3.57770061926547e-05,0.00285985416859945
15.3,1288.72969225169,NaN,20.1558029156666,1.00157489326689,NaN,5.1219654650948e-05,1.77325400999804e-05,2.77908447478336e-09,0.00201777687702844,0.000778995289550928,3.68335489554482e-05,3.68335489554482e-05,0.00283360571553481
15.4,1291.71177961401,NaN,20.155835516783,1.00163884188442,NaN,5.12194263022769e-05,1.77329187613604e-05,2.89192939922786e-09,0.00199661297516951,0.000773065039602541,3.7905879403633e-05,3.7905879403633e-05,0.00280758389417569
15.5,1294.66633034404,NaN,20.1558690535416,1.00170462603418,NaN,5.12191913992489e-05,1.77333082915658e-05,3.00801334366622e-09,0.00197564455473628,0.000767148943392525,3.89939026514096e-05,3.89939026514096e-05,0.00278178740078021
15.6,1297.59358158053,NaN,20.1559035393471,1.00177227203013,NaN,5.12189498479006e-05,1.77337088464122e-05,3.12738274273382e-09,0.00195486993184278,0.00076124746939111,4.00975238172714e-05,4.00975238172714e-05,0.00275621492505116
15.7,1300.49376968293,NaN,20.1559389875223,1.0018418060262,NaN,5.12187015548403e-05,1.77341205807674e-05,3.25008374859719e-09,0.00193428742811467,0.000755361074004338,4.12166480122039e-05,4.12166480122039e-05,0.00273086515013122
15.8,1303.36713023151,NaN,20.1559754113081,1.00191325401618,NaN,5.12184464272477e-05,1.77345436485513e-05,3.37616223095397e-09,0.0019138953706892,0.000749490201585914,4.23511803579189e-05,4.23511803579189e-05,0.00270573675263304
15.9,1306.2138980275,NaN,20.1560128238631,1.00198664183383,NaN,5.12181843728745e-05,1.77349782027361e-05,3.50566377703295e-09,0.00189369209221522,0.000743635284453653,4.35010259643262e-05,4.35010259643262e-05,0.0026808284026332
16,1309.03430709323,NaN,20.1560512382642,1.00206199515278,NaN,5.12179153000434e-05,1.77354243953459e-05,3.63863369159406e-09,0.00187367593085315,0.000737796742910424,4.466608994992e-05,4.466608994992e-05,0.00265613876371349
16.1,1311.82859067222,NaN,20.1560906675063,1.00213933948663,NaN,5.12176391176493e-05,1.77358823774571e-05,3.77511699692837e-09,0.00185384523027501,0.000731974985269447,4.58462774289028e-05,4.58462774289028e-05,0.00263166649297336
16.2,1314.59698122932,NaN,20.156131124502,1.00221870018884,NaN,5.12173557351582e-05,1.77363522991983e-05,3.91515843285808e-09,0.00183419833966441,0.000726170407883816,4.70414935176223e-05,4.70414935176223e-05,0.00260741024106585
16.3,1317.33971045081,NaN,20.1561726220822,1.00230010245281,NaN,5.1217065062608e-05,1.77368343097502e-05,4.05880245673654e-09,0.00181473361371651,0.00072038339518015,4.82516433324249e-05,4.82516433324249e-05,0.00258336865222909
16.4,1320.05700924455,NaN,20.1562151729958,1.00238357131187,NaN,5.12167670106081e-05,1.77373285573455e-05,4.20609324344821e-09,0.00179544941263805,0.000714614319696202,4.94766319864453e-05,4.94766319864453e-05,0.0025595403643207
16.5,1322.74910774002,NaN,20.1562587899095,1.00246913163926,NaN,5.12164614903395e-05,1.77378351892693e-05,4.35707468540872e-09,0.00177634410214733,0.000708863542122356,5.0716364597099e-05,5.0716364597099e-05,0.00253592400886679
16.6,1325.41623528847,NaN,20.1563034854082,1.0025568081481,NaN,5.12161484135546e-05,1.77383543518587e-05,4.51179039256483e-09,0.00175741605347422,0.000703131411346845,5.19707462796629e-05,5.19707462796629e-05,0.00251251821110072
16.7,1328.058620463,NaN,20.1563492719947,1.00264662539148,NaN,5.12158276925778e-05,1.7738886190503e-05,4.67028369239442e-09,0.00173866364336012,0.00069741826450461,5.32396821483394e-05,5.32396821483394e-05,0.00248932159001307
16.8,1330.67649105869,NaN,20.1563961620899,1.00273860776239,NaN,5.12154992403048e-05,1.77394308496436e-05,4.83259762990653e-09,0.00172008525405801,0.00069172442702965,5.452307732162e-05,5.452307732162e-05,0.00246633275840928
16.9,1333.27007409262,NaN,20.1564441680326,1.0028327794937,NaN,5.12151629702029e-05,1.7739988472774e-05,4.99877496764131e-09,0.0017016792733324,0.000686050212710768,5.58208369115673e-05,5.58208369115673e-05,0.00244355032295474
17,1335.83959580402,NaN,20.1564933020798,1.00292916465825,NaN,5.12148187963112e-05,1.77405592024401e-05,5.1688581856701e-09,0.00168344409445936,0.000680395923750595,5.71328660355963e-05,5.71328660355963e-05,0.00242097288424555
17.1,1338.38528165433,NaN,20.1565435764062,1.00302778716876,NaN,5.121446663324e-05,1.77411431802397e-05,5.3428894815953e-09,0.00166537811622647,0.000674761850827755,5.8459069808984e-05,5.8459069808984e-05,0.00239859903686321
17.2,1340.90735632729,NaN,20.1565950031047,1.00312867077788,NaN,5.12141063961717e-05,1.77417405468229e-05,5.52091077055054e-09,0.00164747974293287,0.000669148273162101,5.97993533480784e-05,5.97993533480784e-05,0.00237642736944305
17.3,1343.40604372898,NaN,20.1566475941862,1.00323183907817,NaN,5.12137380008598e-05,1.77423514418917e-05,5.7029636852005e-09,0.00162974738438923,0.000663555458582877,6.1153621766009e-05,6.1153621766009e-05,0.00235445646473812
17.4,1345.88156698796,NaN,20.1567013615796,1.00333731550212,NaN,5.12133613636298e-05,1.77429760042006e-05,5.88908957574106e-09,0.00161217945591775,0.000657983663599702,6.25217801812672e-05,6.25217801812672e-05,0.00233268489969872
17.5,1348.33414845527,NaN,20.1567563171319,1.00344512332211,NaN,5.12129764013786e-05,1.77436143715561e-05,6.07932950989921e-09,0.00159477437835214,0.000652433133476285,6.39037337059163e-05,6.39037337059163e-05,0.00231111124553434
17.6,1350.76400970455,NaN,20.1568124726078,1.00355528565048,NaN,5.12125830315746e-05,1.77442666808167e-05,6.27372427293307e-09,0.00157753057803765,0.000646904102306757,6.52993874605887e-05,6.52993874605887e-05,0.002289734067805
17.7,1353.17137153207,NaN,20.1568698396903,1.00366782543943,NaN,5.1212181172258e-05,1.77449330678933e-05,6.4723143676319e-09,0.00156044648683106,0.000641396793094492,6.67086465551981e-05,6.67086465551981e-05,0.00226855192648075
17.8,1355.55645395679,NaN,20.1569284299803,1.00378276548112,NaN,5.12117707420405e-05,1.77456136677488e-05,6.67514001431616e-09,0.00154352054210064,0.000635911417833362,6.81314161082378e-05,6.81314161082378e-05,0.00224756337604224
17.9,1357.91947622044,NaN,20.1569882549967,1.00390012840761,NaN,5.12113516601053e-05,1.77463086143982e-05,6.88224115083735e-09,0.0015267511867262,0.000630448177591277,6.95676012360557e-05,6.95676012360557e-05,0.00222676696555353
18,1360.26065678757,NaN,20.1570493261765,1.00401993669087,NaN,5.12109238462074e-05,1.77470180409088e-05,7.09365743257817e-09,0.00151013686909905,0.000625007262595946,7.10171070517791e-05,7.10171070517791e-05,0.00220616123874678
18.1,1362.58021334556,NaN,20.1571116548746,1.00414221264281,NaN,5.12104872206732e-05,1.77477420794001e-05,7.30942823245244e-09,0.00149367604312202,0.000619588852322732,7.24798386728359e-05,7.24798386728359e-05,0.00218574473411759
18.1181972363735,1363,NaN,20.1571231330956,1.00416473060293,NaN,5.12104068130652e-05,1.77478754160894e-05,7.34916391566138e-09,0.00149069701409506,0.000618605285000351,7.33499453648396e-05,7.33499453648396e-05,0.00218265224446025
18.2181972363735,1369.97123975599,1660.62355957889,20.1748926002575,1.1616383766561,93.2278218105753,5.00898335364579e-05,1.80790326517165e-05,7.34916447287836e-09,0,0.000120637693203365,0.392559981406807,2.26703900458867e-10,0.196400628509959
18.3181972363735,1382.00916427901,1664.21318270519,20.1785021551857,1.42391000343355,92.2294279782543,4.80452503000336e-05,1.81464200761959e-05,7.3491650220554e-09,0,0.000114857731572656,0.386887346042029,1.83736332583496e-10,0.193558530844455
18.4181972363735,1393.79970923301,1667.89392193323,20.1822555402516,1.68966798729241,91.1908730516628,4.60302120394543e-05,1.82165177674912e-05,7.34916546714599e-09,0,0.000109045386448749,0.381197531619271,1.4889998977776e-10,0.190707811270534
18.5181972363735,1405.3431110801,1671.60891623205,20.1861632727727,1.95909395282208,90.1413850580118,4.40448082289829e-05,1.82895251828579e-05,7.34916582784757e-09,0,0.00010320721803989,0.375396463756431,1.22910096707489e-10,0.18780143915771
18.6181972363735,1416.63686952312,1675.41496905896,20.1902291712146,2.23231092865677,89.0615362431327,4.20896183136225e-05,1.83655170007281e-05,7.34916612559014e-09,0,9.73512345053851e-05,0.3696300266022,1.01139790228794e-10,0.184912364586175
18.7181972363735,1427.68280919409,1679.3018757849,20.1944631624292,2.50956519421886,87.9542525548804,4.01644619251004e-05,1.84446823612792e-05,7.34916637059541e-09,0,9.14833684561076e-05,0.363843670645567,8.38423155948572e-11,0.182013318733161
18.8181972363735,1438.4811744663,1683.27275711974,20.198874242006,2.79108445114037,86.8186414999483,3.82694428071804e-05,1.85271934396278e-05,7.34916657369855e-09,0,8.56103839776963e-05,0.35803851199767,6.9979971066126e-11,0.179104866417802
18.9181972363735,1449.03227338941,1687.38605477308,20.2034718920495,3.07711969547938,85.6402216806553,3.64046588905473e-05,1.86132319707558e-05,7.34916674322097e-09,0,7.97390487448366e-05,0.352209517602968,5.8340857476106e-11,0.176184497879399
19.0181972363735,1459.33630639291,1691.5366686561,20.2082689065453,3.36794630988336,84.4691927665087,3.45702343197163e-05,1.87030421973751e-05,7.34916688454831e-09,0,7.38762376396344e-05,0.346560940326303,5.29128483464209e-11,0.173354346427247
19.1181972363735,1469.39924301699,1695.79637684839,20.2132718648678,3.6640333336515,83.2413794583922,3.27652294221997e-05,1.87967526111829e-05,7.34916701272661e-09,0,6.80253813480639e-05,0.340696849191483,4.58767170356211e-11,0.170416450000028
19.2181972363735,1479.21592891517,1700.20684068027,20.2184941080942,3.96556926687167,81.9675101612578,3.09907666660082e-05,1.88946188901252e-05,7.34916712386029e-09,0,6.21963930386901e-05,0.334787938561739,3.80779173519629e-11,0.167456165692947
19.3181972363735,1488.78610184785,1704.7037122427,20.2239500092887,4.27291353568432,80.6691655306093,2.92470794860108e-05,1.89969168222331e-05,7.34916721610183e-09,0,5.63964302617986e-05,0.328867614226789,3.32733682666011e-11,0.164490203560293
19.4181972363735,1498.1104667998,1709.32959503588,20.2296516557168,4.58649620472442,79.3343400749602,2.75342273285898e-05,1.91038801719353e-05,7.34916729670464e-09,0,5.06320285333307e-05,0.322917288646556,2.94167690932195e-11,0.16150927636652
19.5181972363735,1507.18927347515,1714.06006220179,20.2356135454327,4.90678546737858,77.9718232756746,2.58523664502313e-05,1.92157887799585e-05,7.34916736796505e-09,0,4.49099705518034e-05,0.316951862182416,2.83062208464945e-11,0.158520841075913
19.6181972363735,1516.0232347899,1719.05121364152,20.2418497777065,5.23432488219141,76.5422454490034,2.42015755013732e-05,1.93329159857329e-05,7.34916743653523e-09,0,3.92366885369464e-05,0.310914399968628,2.38705272120297e-11,0.155496436684786
19.7181972363735,1524.6115807338,1724.20589896279,20.2483825863885,5.56968078893363,75.0760573063295,2.25822296682106e-05,1.94556890460546e-05,7.34916749436019e-09,0,3.36195474675073e-05,0.304854035590609,2.14364591024972e-11,0.15246063735349
19.8181972363735,1532.95490953989,1729.63710400304,20.2552301165485,5.91354878635796,73.5497325381205,2.09944482328494e-05,1.95844598410089e-05,7.34916754628877e-09,0,2.80649438946925e-05,0.298735432814359,1.88980591540822e-11,0.149395781360523
19.9181972363735,1541.05293814946,1735.23912291804,20.2624182077714,6.26669714336545,71.9911885297576,1.94385345202804e-05,1.97197264771335e-05,7.34916759206822e-09,0,2.25797984683374e-05,0.292612693894558,1.77898962238628e-11,0.146328926754642
20.0181972363735,1548.90686426814,1741.18999861989,20.2699647626179,6.63007342361129,70.3665389342876,1.79145100729184e-05,1.98618395496768e-05,7.34916763516321e-09,0,1.71699060122423e-05,0.286432553832543,1.64631206040867e-11,0.143233446830515
20.1181972363735,1556.51656885153,1747.1789510309,20.2779003146575,7.00473368394399,68.6867570392195,1.64226738550456e-05,2.00113893640641e-05,7.34916767504416e-09,0,1.18418705580479e-05,0.279932243113726,1.71684190954348e-11,0.139977963436005
20.2181972363735,1563.87511524474,1754.29219607232,20.2862433047419,7.3915571197919,66.9198460294752,1.49646934221669e-05,2.0168740702662e-05,7.34916771663366e-09,0,6.60707017756054e-06,0.273943864060655,1.43287328682296e-11,0.136978539107669
20.3181972363735,1570.99747606724,1761.26572161352,20.2950579516333,7.79281752153127,65.0914866493849,1.3537902463522e-05,2.03351244595333e-05,7.34916775134418e-09,0,1.46112697598203e-06,0.267362522692032,1.4824298789412e-11,0.133682722480404
20.4181972363735,1577.86969130693,1769.62794004903,20.3043570923288,8.20955739772533,63.1596764160996,1.21453893245056e-05,2.05108060105826e-05,7.34916778725519e-09,0,-3.5797705646786e-06,0.2612743488768,1.25138375842789e-11,0.130633594674092
20.5181972363735,1584.50610501538,1778.49207724932,20.3142236463377,8.64486463754331,61.1357828394609,1.07845854241094e-05,2.06973781235236e-05,7.34916781756923e-09,0,-8.52020542871584e-06,0.254868616508136,1.14114431079712e-11,0.127425788054345
20.6181972363735,1590.90002637224,1787.90072121081,20.3247016265207,9.10116509609528,59.026976038468,9.45714471313303e-06,2.08957046376353e-05,7.34916784521279e-09,0,-1.33495644154914e-05,0.24819613089369,1.22228422545648e-11,0.124084715888541
20.7181972363735,1597.04637718715,1799.17721514712,20.3358338251417,9.58162388047467,56.7681256398538,8.16445653139877e-06,2.1106631576947e-05,7.34916787482192e-09,0,-1.80583626350405e-05,0.241756567394719,1.1240939707802e-11,0.120860225340345
20.8181972363735,1602.95277140606,1811.88633360788,20.3477359273591,10.0914474516033,54.3998917352257,6.90530774288806e-06,2.13323933417887e-05,7.34916790205244e-09,0,-2.26471126873855e-05,0.23526265289596,9.06303544166813e-12,0.117608679339824
20.9181972363735,1608.61938612614,1827.4681452579,20.3604789776595,10.6369265941703,51.8094585639338,5.67998142572438e-06,2.15743894210698e-05,7.34916792400712e-09,0,-2.71109304832821e-05,0.228884574397989,8.06099129871129e-12,0.114415176272542
21.0181972363735,1614.0506497929,1847.07370483204,20.374237001693,11.2273265049216,48.9529426794443,4.487874267404e-06,2.1835987645364e-05,7.3491679435344e-09,0,-3.14488374637163e-05,0.222617160785338,7.90575690054466e-12,0.111277131559158
21.1181972363735,1619.25042959734,1872.39976257559,20.3892496872077,11.876134977167,45.7773731603797,3.32840988831613e-06,2.21218281971178e-05,7.34916796268564e-09,0,-3.56601516626053e-05,0.216538435608799,1.12069485994336e-12,0.108233557653297
21.2181972363735,1624.22384989682,1904.6858481795,20.4058549548355,12.6044412468597,42.3529290026556,2.20060553618727e-06,2.24384575074936e-05,7.34916796540046e-09,0,-3.97461722837696e-05,0.210693231756803,2.29340857407309e-12,0.105306869707264
21.3181972363735,1628.97620426362,1948.98067632444,20.4242538749803,13.4474404877847,38.4461514672873,1.1032449541213e-06,2.278985986605e-05,7.34916797095611e-09,0,-4.37084858194165e-05,0.20487557899313,6.22364442618483e-13,0.102394081011057
21.4181972363735,1633.50794691125,1948.98067632444,20.4448532480136,14.4706116536189,38.4461514672873,3.61846468656121e-08,2.31839986292544e-05,7.34916797246375e-09,0,-4.37084858194165e-05,0.20487557899313,6.22364442618483e-13,0.102394081011057
