时间(ms),颗粒温度(K),火焰温度(K),颗粒半径(um),氧化层厚度(um),火焰半径(um),Mg质量(ug),MgO质量(ug),碳质量(ug),对流换热(W),辐射换热(W),反应热(W),表面反应热(W),总热量(W),Mg质量变化率(ug/s),MgO质量变化率(ug/s),C质量变化率(ug/s),Mg核半径变化率(um/s),颗粒半径变化率(um/s)
14,906.259061003193,NaN,37.5449997830089,0.0999995935755085,NaN,0.000382665552044256,6.4483575867843e-06,-2.60612199013892e-12,0.00881557747502014,0.00437728871341654,0,0,0.0131928661884367,0,0,0,307.733202256025,-352.500384296401
14.1,909.556106496196,NaN,37.5449997509753,0.0999995335764176,NaN,0.000382665552822787,6.44835629577754e-06,-2.99085507200342e-12,0.00877198428421342,0.00436935824527826,0,0,0.0131413425294917,0,0,0,239.708901057615,-274.580298819174
14.2,912.844008095961,NaN,37.5449997280929,0.0999994907176685,NaN,0.00038266555337891,6.44835537358125e-06,-3.26567890263597e-12,0.00872851199518804,0.00436136342248707,0,0,0.0130898754176751,0,0,0,149.194113281075,-170.897977301751
14.3,916.123930778466,NaN,37.5449997167957,0.0999994695579994,NaN,0.000382665553653472,6.44835491828634e-06,-3.40136139607545e-12,0.00868514520528711,0.00435330146419772,0,0,0.0130384466694848,0,0,0,38.67345761124,-44.2994165655851
14.4,919.396967121288,NaN,37.544999719233,0.0999994741230937,NaN,0.000382665553594237,6.4483550165139e-06,-3.37208858913648e-12,0.0086418694690211,0.0043451696526826,0,0,0.0129870391217037,0,0,0,-89.3684811483634,102.369386567862
14.5,922.664137303746,NaN,37.5449997372695,0.099999507905573,NaN,0.000382665553155885,6.4483557434152e-06,-3.15546464140938e-12,0.00859867129806766,0.00433696534149237,0,0,0.01293563663956,0,0,0,-232.447287600806,266.262401395821
14.6,923,NaN,37.5449997724855,0.0999995738650315,NaN,0.000382665552300013,6.44835716267171e-06,-2.73251183526016e-12,0.0085942305654407,0.00433611699598027,1.42074604858512e-07,1.42074604858512e-07,0.0129304896360258,0,0,0,-388.078275298606,444.533664978145
14.7,923,NaN,37.5449998261763,0.099999674427961,NaN,0.000382665550995137,6.44835932649505e-06,-2.08767057583057e-12,0.00859423057773079,0.0043361170083819,2.16609427974226e-07,2.16609427974226e-07,0.0129305641955407,0,0,0,-553.776893319565,634.337180493385
14.8,923,NaN,37.5449998993529,0.0999998114878462,NaN,0.000382665549216687,6.44836227562703e-06,-1.20879939103806e-12,0.00859423059448127,0.00433611702528442,2.95222717315916e-07,2.95222717315916e-07,0.012930642842483,0,0,0,-727.058658504119,832.826951120089
14.9,923,NaN,37.5449999927417,0.099999986405083,NaN,0.000382665546947011,6.44836603933964e-06,-8.71749315758043e-14,0.00859423061585841,0.00433611704685558,3.76766270092732e-07,3.76766270092732e-07,0.0129307244289841,0,0,0,-905.43895216741,1037.15694615546
15,923,NaN,37.5450001067843,0.100000200007026,NaN,0.000382665544175373,6.44837063543506e-06,1.28250802908736e-12,0.00859423064196331,0.00433611707319742,4.60091917841824e-07,4.60091917841824e-07,0.0129308078070786,0,0,0,-1086.43322338725,1244.48116877807
15.1,923,NaN,37.5450002416379,0.100000452587961,NaN,0.000382665540897954,6.44837607024563e-06,2.90213659470683e-12,0.00859423067283195,0.00433611710434623,5.44051449190378e-07,5.44051449190378e-07,0.0129308918286274,0,0,0,-1267.55685347881,1451.95362216645
15.2,923,NaN,37.545000397175,0.100000743909121,NaN,0.000382665537117854,6.44838233863387e-06,4.77017974626229e-12,0.00859423070843514,0.00433611714027256,6.27496704257523e-07,6.27496704257523e-07,0.012930975345412,0,0,0,-1446.32535928248,1656.72830949913
15.3,923,NaN,37.5450005729836,0.100001073198695,NaN,0.000382665532845086,6.44838942399249e-06,6.88168834195781e-12,0.00859423074867856,0.00433611718088124,7.09279488834415e-07,7.09279488834415e-07,0.0129310572090486,0,0,0,-1620.25422375741,1855.95926783599
15.4,923,NaN,37.5450007683669,0.100001439151819,NaN,0.000382665528096582,6.44839729824438e-06,9.22829511722152e-12,0.00859423079340274,0.00433611722601135,7.88251608712249e-07,7.88251608712249e-07,0.0129311362710228,0,0,0,-1786.85879433745,2046.80046647427
15.5,923,NaN,37.5450009823437,0.100001839930547,NaN,0.000382665522896191,6.44840592184261e-06,1.17982146847061e-11,0.00859423084238305,0.00433611727543622,8.63264895428144e-07,8.63264895428144e-07,0.0129312113827147,0,0,0,-1943.65452010035,2226.40587471114
15.6,923,NaN,37.545001213648,0.100002273163898,NaN,0.000382665517274678,6.4484152437704e-06,1.45762435342884e-11,0.00859423089532973,0.00433611732886346,9.33171137609257e-07,9.33171137609257e-07,0.0129312813953308,0,0,0,-2088.15685012393,2391.92956348781
15.7,923,NaN,37.5450014607296,0.10000273594783,NaN,0.000382665511269726,6.44842520154119e-06,1.75437600330697e-11,0.00859423095188788,0.00433611738593495,9.96822166792775e-07,9.96822166792775e-07,0.0129313451599896,0,0,0,-2217.88126736734,2540.52550210156
15.8,923,NaN,37.5450017217531,0.100003224845252,NaN,0.000382665504925932,6.44843572119858e-06,2.06787244253752e-11,0.00859423101163743,0.0043361174462268,1.05306980593386e-06,1.05306980593386e-06,0.0129314015276702,0,0,0,-2330.34318702703,2669.34762596824
15.9,923,NaN,37.5450019945991,0.100003735885993,NaN,0.000382665498294812,6.44844671731634e-06,2.39556788327548e-11,0.00859423107409318,0.00433611750924942,1.10076584365963e-06,1.10076584365963e-06,0.0129314493491863,0,0,0,-2423.05802429945,2775.55003991034
16,923,NaN,37.5450022768632,0.100004264566865,NaN,0.000382665491434799,6.44845809299844e-06,2.73457472539823e-11,0.00859423113870477,0.00433611757444745,1.13876211150727e-06,1.13876211150727e-06,0.0129314874752637,0,0,0,-2493.54126214374,2856.28667934378
16.1,923,NaN,37.5450025658564,0.100004805851581,NaN,0.000382665484411243,6.448469739879e-06,3.08166355650562e-11,0.00859423120485672,0.00433611764119981,1.16591042384992e-06,1.16591042384992e-06,0.0129315147564804,0,0,0,-2539.30828187506,2908.7115474471
16.2,923,NaN,37.5450028586055,0.100005354170831,NaN,0.000382665477296408,6.44848153812236e-06,3.43326315191991e-11,0.00859423127186838,0.00433611770881969,1.18106258647876e-06,1.18106258647876e-06,0.0129315300432745,0,0,0,-2557.87456645247,2929.97871516144
16.3,923,NaN,37.5450031518522,0.100005903422237,NaN,0.000382665470169477,6.448493356423e-06,3.78546047468579e-11,0.00859423133899396,0.00433611777655453,1.18307042234889e-06,1.18307042234889e-06,0.0129315321859708,0,0,0,-2546.75559883518,2917.2421179028
16.4,923,NaN,37.5450034420539,0.100006446970374,NaN,0.000382665463116551,6.44850505200559e-06,4.13400067557035e-11,0.00859423140542252,0.00433611784358602,1.1707857458336e-06,1.1707857458336e-06,0.0129315200347544,0,0,0,-2503.46672645703,2867.65572496841
16.5,923,NaN,37.5450037253833,0.100006977646728,NaN,0.000382665456230646,6.448516470625e-06,4.47428709306318e-11,0.00859423147027799,0.00433611790903014,1.14306034555992e-06,1.14306034555992e-06,0.0129314924396537,0,0,0,-2425.53058123512,2778.38187434092
16.6,923,NaN,37.5450039977303,0.100007487752865,NaN,0.000382665449611653,6.44852744663284e-06,4.80138323761844e-11,0.00859423153261951,0.00433611797193749,1.09875274702416e-06,1.09875274702416e-06,0.012931448257304,0,0,0,-2348.30106477913,2689.91738063518
16.7,923,NaN,37.5450042633668,0.100007985290417,NaN,0.000382665443155747,6.448538152201e-06,5.12042000628972e-11,0.00859423159342499,0.00433611803329486,1.07168038537137e-06,1.07168038537137e-06,0.0129314213071052,0,0,0,-2319.01019112459,2656.36525362958
16.8,923,NaN,37.5450045290033,0.100008482827954,NaN,0.000382665436699841,6.44854885776904e-06,5.43945677100934e-11,0.00859423165423046,0.00433611809465223,1.07168038537133e-06,1.07168038537133e-06,0.0129314214292681,0,0,0,-2319.01019112459,2656.36518586695
16.9,923,NaN,37.5450047946398,0.100008980365492,NaN,0.000382665430243935,6.44855956333694e-06,5.7584935317773e-11,0.00859423171503593,0.0043361181560096,1.07168035962538e-06,1.07168035962538e-06,0.0129314215514052,0,0,0,-2319.01015724331,2656.36515198567
17,923,NaN,37.5450050602763,0.100009477903016,NaN,0.00038266542378803,6.44857026890471e-06,6.07753028859359e-11,0.0085942317758414,0.00433611821736696,1.07168035104338e-06,1.07168035104338e-06,0.0129314216735594,0,0,0,-2319.01015724331,2656.36505034172
17.1,923,NaN,37.5450053259128,0.100009975440534,NaN,0.000382665417332124,6.44858097447234e-06,6.39656704145823e-11,0.00859423183664687,0.00433611827872433,1.07168034246138e-06,1.07168034246138e-06,0.0129314217957137,0,0,0,-2319.01019112463,2656.36498257908
17.2,923,NaN,37.5450055915493,0.100010472978051,NaN,0.000382665410876218,6.44859168003984e-06,6.7156037903712e-11,0.00859423189745234,0.00433611834008169,1.07168032529738e-06,1.07168032529738e-06,0.0129314219178593,0,0,0,-2319.01019112463,2656.36491481645
17.3,923,NaN,37.5450058571858,0.100010970515555,NaN,0.000382665404420313,6.44860238560721e-06,7.03464053533252e-11,0.00859423195825781,0.00433611840143905,1.07168030813338e-06,1.07168030813338e-06,0.012931422040005,0,0,0,-2319.01015724327,2656.36484705377
17.4,923,NaN,37.5450061228223,0.100011468053052,NaN,0.000382665397964408,6.44861309117445e-06,7.35367727634218e-11,0.00859423201906327,0.00433611846279641,1.07168029955135e-06,1.07168029955135e-06,0.0129314221621592,0,0,0,-2319.01015724327,2656.36477929113
17.5,923,NaN,37.5450063884588,0.100011965590542,NaN,0.000382665391508502,6.44862379674156e-06,7.67271401340017e-11,0.00859423207986874,0.00433611852415377,1.07168028238739e-06,1.07168028238739e-06,0.0129314222843049,0,0,0,-2319.01019112463,2656.36471152854
17.6,923,NaN,37.5450066540953,0.100012463128032,NaN,0.000382665385052597,6.44863450230853e-06,7.99175074650651e-11,0.0085942321406742,0.00433611858551113,1.07168027380539e-06,1.07168027380539e-06,0.0129314224064591,0,0,0,-2319.01015724331,2656.36464376591
17.7,923,NaN,37.5450069197317,0.100012960665502,NaN,0.000382665378596692,6.44864520787537e-06,8.31078747566118e-11,0.00859423220147966,0.00433611864686849,1.07168025664139e-06,1.07168025664139e-06,0.0129314225286048,0,0,0,-2319.01015724331,2656.36454212195
17.8,923,NaN,37.5450071853682,0.100013458202972,NaN,0.000382665372140787,6.44865591344208e-06,8.6298242008642e-11,0.00859423226228511,0.00433611870822584,1.07168024805939e-06,1.07168024805939e-06,0.012931422650759,0,0,0,-2319.01019112463,2656.36447435932
17.9,923,NaN,37.5450074510046,0.100013955740435,NaN,0.000382665365684882,6.44866661900865e-06,8.94886092211555e-11,0.00859423232309057,0.0043361187695832,1.07168023089539e-06,1.07168023089539e-06,0.0129314227729047,0,0,0,-2319.01019112459,2656.36444047795
18,923,NaN,37.545007716641,0.100014453277898,NaN,0.000382665359228977,6.4486773245751e-06,9.26789763941525e-11,0.00859423238389603,0.00433611883094055,1.07168022231336e-06,1.07168022231336e-06,0.0129314228950589,0,0,0,-2319.01015724327,2656.36437271532
18.1,923,NaN,37.5450079822775,0.100014950815341,NaN,0.000382665352773072,6.44868803014141e-06,9.58693435276329e-11,0.00859423244470148,0.00433611889229791,1.0716802051494e-06,1.0716802051494e-06,0.0129314230172045,0,0,0,-2319.01015724331,2656.36427107141
18.2,923,NaN,37.5450082479139,0.100015448352784,NaN,0.000382665346317167,6.44869873570758e-06,9.90597106215966e-11,0.00859423250550693,0.00433611895365526,1.0716801879854e-06,1.0716801879854e-06,0.0129314231393502,0,0,0,-2319.01019112463,2656.36420330877
18.3,923,NaN,37.5450085135503,0.10001594589022,NaN,0.000382665339861262,6.44870944127363e-06,1.02250077676044e-10,0.00859423256631238,0.00433611901501261,1.0716801794034e-06,1.0716801794034e-06,0.0129314232615044,0,0,0,-2319.01019112463,2656.36413554614
18.4,923,NaN,37.5450087791867,0.100016443427649,NaN,0.000382665333405358,6.44872014683954e-06,1.05440444690974e-10,0.00859423262711783,0.00433611907636996,1.0716801622394e-06,1.0716801622394e-06,0.01293142338365,0,0,0,-2319.01015724327,2656.36406778345
18.5,923,NaN,37.5450090448231,0.100016940965065,NaN,0.000382665326949453,6.44873085240532e-06,1.08630811666388e-10,0.00859423268792328,0.0043361191377273,1.07168015365737e-06,1.07168015365737e-06,0.0129314235058042,0,0,0,-2319.01015724327,2656.36400002082
18.6,923,NaN,37.5450093104595,0.100017438502481,NaN,0.000382665320493549,6.44874155797097e-06,1.11821178602286e-10,0.00859423274872873,0.00433611919908465,1.0716801450754e-06,1.0716801450754e-06,0.0129314236279585,0,0,0,-2319.01019112463,2656.36393225823
18.7,923,NaN,37.5450095760959,0.10001793603989,NaN,0.000382665314037645,6.44875226353648e-06,1.15011545498666e-10,0.00859423280953417,0.004336119260442,1.07168011932941e-06,1.07168011932941e-06,0.0129314237500955,0,0,0,-2319.01015724331,2656.36386449559
18.8,923,NaN,37.5450098417323,0.100018433577285,NaN,0.00038266530758174,6.44876296910186e-06,1.18201912355531e-10,0.00859423287033961,0.00433611932179934,1.07168011932941e-06,1.07168011932941e-06,0.0129314238722583,0,0,0,-2319.01015724331,2656.36379673296
18.9,923,NaN,37.5450101073687,0.100018931114681,NaN,0.000382665301125836,6.44877367466711e-06,1.21392279172878e-10,0.00859423293114505,0.00433611938315668,1.07168009358341e-06,1.07168009358341e-06,0.0129314239943953,0,0,0,-2319.01019112463,2656.36372897032
19,923,NaN,37.545010373005,0.100019428652069,NaN,0.000382665294669932,6.44878438023223e-06,1.24582645950709e-10,0.00859423299195049,0.00433611944451403,1.07168008500141e-06,1.07168008500141e-06,0.0129314241165495,0,0,0,-2319.01019112459,2656.36362732632
19.1,923,NaN,37.5450106386414,0.100019926189444,NaN,0.000382665288214028,6.44879508579721e-06,1.27773012689024e-10,0.00859423305275593,0.00433611950587137,1.07168007641938e-06,1.07168007641938e-06,0.0129314242387037,0,0,0,-2319.01015724327,2656.36355956369
19.2,923,NaN,37.5450109042778,0.100020423726813,NaN,0.000382665281758124,6.44880579136206e-06,1.30963379387821e-10,0.00859423311356136,0.00433611956722871,1.07168005925542e-06,1.07168005925542e-06,0.0129314243608493,0,0,0,-2319.01015724331,2656.36352568242
19.3,923,NaN,37.5450111699141,0.100020921264181,NaN,0.00038266527530222,6.44881649692678e-06,1.34153746047102e-10,0.0085942331743668,0.00433611962858604,1.07168004209142e-06,1.07168004209142e-06,0.0129314244829949,0,0,0,-2319.01019112463,2656.36342403846
19.4,923,NaN,37.5450114355504,0.100021418801536,NaN,0.000382665268846316,6.44882720249137e-06,1.37344112666867e-10,0.00859423323517223,0.00433611968994338,1.07168003350942e-06,1.07168003350942e-06,0.0129314246051491,0,0,0,-2319.01019112463,2656.36335627583
19.5,923,NaN,37.5450117011868,0.10002191633889,NaN,0.000382665262390412,6.44883790805582e-06,1.40534479247115e-10,0.00859423329597766,0.00433611975130072,1.07168002492742e-06,1.07168002492742e-06,0.0129314247273033,0,0,0,-2319.01015724331,2656.36332239451
19.6,923,NaN,37.5450119668231,0.100022413876232,NaN,0.000382665255934509,6.44884861362014e-06,1.43724845787846e-10,0.00859423335678309,0.00433611981265805,1.07168000776342e-06,1.07168000776342e-06,0.0129314248494489,0,0,0,-2319.01015724327,2656.36322075051
19.7,923,NaN,37.5450122324594,0.100022911413566,NaN,0.000382665249478605,6.44885931918433e-06,1.46915212289061e-10,0.00859423341758852,0.00433611987401539,1.07167999059939e-06,1.07167999059939e-06,0.0129314249715945,0,0,0,-2319.01019112459,2656.36315298787
19.8,923,NaN,37.5450124980957,0.1000234089509,NaN,0.000382665243022702,6.44887002474839e-06,1.50105578750759e-10,0.00859423347839395,0.00433611993537272,1.07167998201743e-06,1.07167998201743e-06,0.0129314250937487,0,0,0,-2320.7295663636,2658.33111545625
19.9,923,NaN,37.5450127641256,0.100023907225702,NaN,0.000382665236557228,6.44888074618177e-06,1.53300674432567e-10,0.00859423353928947,0.00433611999682096,1.07326857866152e-06,1.07326857866152e-06,0.0129314268046891,0,0,0,-2351.23755860067,2693.25191217929
20,923,NaN,37.5450130367461,0.100024417848795,NaN,0.000382665229931519,6.44889173332717e-06,1.56574954986298e-10,0.0085942336016936,0.00433612005979152,1.09986766882344e-06,1.09986766882344e-06,0.0129314535291539,0,0,0,-2419.2910654951,2771.15166886579
20.1,923,NaN,37.545013318356,0.100024945314249,NaN,0.000382665223087259,6.44890308288785e-06,1.59957238961085e-10,0.00859423366615545,0.00433612012483846,1.13614722794807e-06,1.13614722794807e-06,0.0129314899382219,0,0,0,-2499.37349056136,2862.8259092218
20.2,923,NaN,37.5450136093113,0.100025490288675,NaN,0.000382665216015798,6.44891480920605e-06,1.63451800490472e-10,0.00859423373275652,0.00433612019204404,1.17386252973514e-06,1.17386252973514e-06,0.0129315277873303,0,0,0,-2582.63113721505,2958.14093435438
20.3,923,NaN,37.5450139099842,0.100026053468664,NaN,0.000382665208708098,6.44892692726951e-06,1.67063106073738e-10,0.00859423380158198,0.00433612026149421,1.21307816230817e-06,1.21307816230817e-06,0.0129315671412385,0,0,0,-2669.20390141775,3057.25676572794
20.4,924.357504058246,NaN,37.5450142207627,0.100026635580808,NaN,0.000382665201154732,6.44893945271148e-06,1.70795814575898e-10,0.00857628509216723,0.00433268197064242,1.2538587738644e-06,1.2538587738644e-06,0.0129102209215835,0,0,0,-2759.2316113683,3160.33359421335
20.5,926.683162375343,NaN,37.5450145420509,0.100027237381705,NaN,0.000382665193345883,6.4489524018107e-06,1.74654777227702e-10,0.00854553554762542,0.00432675617720988,1.29626896110925e-06,1.29626896110925e-06,0.0128735879937964,0,0,0,-2852.85409526569,3267.5315090377
20.6,929.003106470738,NaN,37.545014874269,0.100027859657929,NaN,0.000382665185271345,6.44896579149141e-06,1.78645037625637e-10,0.00851486155789544,0.0043208003271838,1.34037334649412e-06,1.34037334649412e-06,0.0128370022584257,0,0,0,-2950.21124907147,3379.01063330933
20.7,931.317325445005,NaN,37.545015217853,0.100028503226081,NaN,0.000382665176920522,6.44897963932337e-06,1.82771831731923e-10,0.00848426326716214,0.00431481455565896,1.38623656105238e-06,1.38623656105238e-06,0.0128004640593822,0,0,0,-3051.44293486584,3494.93115789916
20.8,933.625808627985,NaN,37.5450155732552,0.100029168932747,NaN,0.00038266516828243,6.44899396352182e-06,1.87040587874517e-10,0.0084537408165814,0.00430879899990391,1.43392320148935e-06,1.43392320148935e-06,0.0127639737396868,0,0,0,-3156.68901472917,3615.45313815304
20.9,935.928545578775,NaN,37.5450159409436,0.100029857654512,NaN,0.000382665159345696,6.44900878294751e-06,1.91456926747112e-10,0.00842329434428014,0.00430275379933727,1.48349789883858e-06,1.48349789883858e-06,0.0127275316415163,0,0,0,-3266.08931686038,3740.73673106064
21,938.225526085724,NaN,37.5450163214025,0.100030570297957,NaN,0.000382665150098556,6.44902411710668e-06,1.96026661409135e-10,0.00839292398535635,0.0042966790955036,1.53502527555129e-06,1.53502527555129e-06,0.0126911381061355,0,0,0,-3379.78366945831,3870.94209361148
21.1,940.516740166431,NaN,37.5450167151321,0.100031307799664,NaN,0.000382665140528858,6.44903998615109e-06,2.0075579728575e-10,0.00836262987187906,0.00429057503204888,1.58856993691491e-06,1.58856993691491e-06,0.0126547934738648,0,0,0,-3497.91200236588,4006.22931503267
21.2,942.802178067739,NaN,37.5450171226484,0.10003207112622,NaN,0.000382665130624059,6.44905641087798e-06,2.05650532167856e-10,0.00833241213288836,0.00428444175469566,1.64419650538082e-06,1.64419650538082e-06,0.0126184980840894,0,0,0,-3620.61417766336,4146.75851843256
21.3,945.08183026573,NaN,37.5450175444838,0.100032861274204,NaN,0.00038266512037123,6.4490734127301e-06,2.10717256212087e-10,0.00830227089439544,0.00427827941121783,1.7019695948184e-06,1.7019695948184e-06,0.0125822522752081,0,0,0,-3748.02995578697,4292.68982691942
21.4,947.35568746572,NaN,37.5450179811864,0.100033679270177,NaN,0.000382665109757051,6.44909101379571e-06,2.15962551940813e-10,0.00827220627938253,0.00427208815141502,1.76195383626097e-06,1.76195383626097e-06,0.0125460563846338,0,0,0,-3880.29926657973,4444.18339748306
21.5,949.623740602258,NaN,37.5450184333204,0.100034526170736,NaN,0.000382665098767811,6.44910923680856e-06,2.21393194242139e-10,0.00824221840780297,0.0042658681270867,1.82421382641411e-06,1.82421382641411e-06,0.0125099107487161,0,0,0,-4017.5619721219,4601.39935323185
21.6,951.885980839116,NaN,37.5450189014662,0.100035403062442,NaN,0.000382665087389412,6.4491281051479e-06,2.27016150369906e-10,0.00821230739658117,0.00425961949200581,1.88881421347499e-06,1.88881421347499e-06,0.0124738157028005,0,0,0,-4159.95793449358,4764.49781727396
21.7,954.142399569288,NaN,37.54501938622,0.100036311061887,NaN,0.000382665075607366,6.44914764283848e-06,2.3283857994369e-10,0.00818247335961266,0.00425334240189222,1.95581958556707e-06,1.95581958556707e-06,0.0124377715810904,0,0,0,-4307.62698189378,4933.63891271783
21.8,956.392988414987,NaN,37.545019888194,0.100037251315621,NaN,0.000382665063406796,6.44916787455055e-06,2.38867834948804e-10,0.00815271640776405,0.00424703701438569,2.02529457372372e-06,2.02529457372372e-06,0.0124017787167235,0,0,0,-4460.70894252144,5108.9827287905
21.9,958.637739227638,NaN,37.5450204080166,0.100038225000221,NaN,0.000382665050772436,6.44918882559988e-06,2.45111459736295e-10,0.00812303664887308,0.0042407034890186,2.09730379181434e-06,2.09730379181434e-06,0.0123658374416835,0,0,0,-4619.34371233803,5290.68945636284
22,960.876644087873,NaN,37.5450209463319,0.100039233322255,NaN,0.00038266503768863,6.4492105219477e-06,2.51577191022946e-10,0.00809343418774858,0.00423434198718827,2.17191187087221e-06,2.17191187087221e-06,0.0123299480868077,0,0,0,-4783.67118730529,5478.9192185434
22.1,963.109695305531,NaN,37.5450215038004,0.100040277518302,NaN,0.000382665024139332,6.44923299020079e-06,2.58272957891275e-10,0.00806390912617054,0.00422795267212906,2.24918339902095e-06,2.24918339902095e-06,0.0122941109816986,0,0,0,-4953.83116174084,5673.83210455921
22.2,965.336885419649,NaN,37.5450220810983,0.100041358854908,NaN,0.000382665010108109,6.4492562576114e-06,2.65206881789536e-10,0.00803446156289003,0.00422153570888404,2.32918303303971e-06,2.32918303303971e-06,0.0122583264548071,0,0,0,-5129.96349772476,5875.58823751843
22.3,967.558207198461,NaN,37.545022678918,0.100042478628649,NaN,0.000382664995578137,6.44928035207728e-06,2.72387276531719e-10,0.0080050915936293,0.0042150912642764,2.41197536105195e-06,2.41197536105195e-06,0.0122225948332667,0,0,0,-5312.20812510002,6084.34777441082
22.4,969.773653639393,NaN,37.5450232979679,0.100043638166088,NaN,0.000382664980532203,6.44930530214169e-06,2.79822648297548e-10,0.0079757993110817,0.00420861950688057,2.49762500550905e-06,2.49762500550905e-06,0.0121869164429678,0,0,0,-5500.70483818415,6300.27083834462
22.5,971.983217969059,NaN,37.5450239389722,0.100044838823785,NaN,0.000382664964952706,6.44933113699339e-06,2.87521695632485e-10,0.00794658480491175,0.00420212060699298,2.5861965974443e-06,2.5861965974443e-06,0.0121512916085022,0,0,0,-5695.59346517625,6523.51755242839
22.6,974.186893643256,NaN,37.5450246026714,0.100046081988291,NaN,0.000382664948821653,6.44935788646665e-06,2.95493309447725e-10,0.00791744816175512,0.00419559473660256,2.67775475072734e-06,2.67775475072734e-06,0.0121157206531084,0,0,0,-5897.01390203791,6754.2480397705
22.7,976.384674346962,NaN,37.5450252898218,0.100047369076173,NaN,0.000382664932120665,6.4493855810412e-06,3.03746573020198e-10,0.00788838946521862,0.00418904206936095,2.7723640620633e-06,2.7723640620633e-06,0.0120802038986416,0,0,0,-6105.1060447305,6992.62242347906
22.8,978.57655399433,NaN,37.5450260011959,0.100048701533985,NaN,0.000382664914830971,6.44941425184233e-06,3.12290761992574e-10,0.00785940879588024,0.00418246278055238,2.87008917964964e-06,2.87008917964964e-06,0.0120447416656123,0,0,0,-6320.00968757173,7238.80086054385
22.9,980.762526728687,NaN,37.545026737582,0.100050080838283,NaN,0.000382664896933412,6.44944393064079e-06,3.21135344373253e-10,0.00783050623128913,0.0041758570470633,2.97099470877374e-06,2.97099470877374e-06,0.0120093342730612,0,0,0,-6541.86472652316,7492.9434401919
23,982.942586922525,NaN,37.5450274997846,0.100051508495618,NaN,0.000382664878408441,6.44947464985284e-06,3.30289980536375e-10,0.00780168184596563,0.00416922504735173,3.07514526330498e-06,3.07514526330498e-06,0.0119739820385807,0,0,0,-6770.81098978362,7755.21028553144
23.1,985.116729177503,NaN,37.545028288624,0.100052986042538,NaN,0.000382664859236119,6.44950644254024e-06,3.39764523221813e-10,0.00777293571140123,0.00416256696141633,3.18260545711264e-06,3.18260545711264e-06,0.0119386852782747,0,0,0,-7006.98833943359,8025.76155355238
23.2,987.28494832444,NaN,37.5450291049369,0.100054515045597,NaN,0.000382664839396119,6.44953934241026e-06,3.49569017535174e-10,0.00774426789605862,0.0041558829707652,3.29343992123042e-06,3.29343992123042e-06,0.011903444306745,0,0,0,-7250.53667143464,8304.75740124441
23.3,989.447239423313,NaN,37.5450299495755,0.100056097101352,NaN,0.000382664818867726,6.44957338381566e-06,3.59713700947805e-10,0.00771567846537169,0.00414917325838439,3.40771326094537e-06,3.40771326094537e-06,0.011868259437017,0,0,0,-7501.59581398547,8592.35788395297
23.4,991.60359776325,NaN,37.5450308234085,0.100057733836337,NaN,0.000382664797629834,6.44960860175471e-06,3.70209003296785e-10,0.00768716748174552,0.00414243800870622,3.52549011587299e-06,3.52549011587299e-06,0.0118331309805676,0,0,0,-7760.30559528512,8888.72312478653
23.5,993.754018862531,NaN,37.5450317273202,0.100059426907096,NaN,0.000382664775660948,6.44964503187116e-06,3.8106554678493e-10,0.00765873500455638,0.00413567740757729,3.64683506555465e-06,3.64683506555465e-06,0.0117980592471992,0,0,0,-8026.80591129517,9194.0133484974
23.6,995.89849846858,NaN,37.5450326622111,0.100061178000189,NaN,0.000382664752939184,6.44968271045429e-06,3.92294145980791e-10,0.00763038109015176,0.00412889164222624,3.77181277535174e-06,3.77181277535174e-06,0.0117630445451534,0,0,0,-8301.23662409571,9508.38861043114
23.7,998.037032557967,NaN,37.5450336289979,0.100062988832143,NaN,0.00038266472944227,6.44972167443887e-06,4.03905807818654e-10,0.00760210579185035,0.00412208090123132,3.9004878162235e-06,3.9004878162235e-06,0.0117280871808979,0,0,0,-8583.73759576729,9832.00903369641
23.8,1000.1696173364,NaN,37.5450346286129,0.100064861149514,NaN,0.000382664705147542,6.44976196140515e-06,4.15911731598541e-10,0.00757390915994206,0.00411524537448765,4.03292484494971e-06,4.03292484494971e-06,0.0116931874592747,0,0,0,-8874.44865450886,10165.0347414016
23.9,1002.29624923871,NaN,37.5450356620048,0.100066796728822,NaN,0.000382664680031949,6.44980360957891e-06,4.2832330898621e-10,0.00754579124168803,0.00410838525317434,4.16918844965336e-06,4.16918844965336e-06,0.011658345683312,0,0,0,-9173.50962851904,10507.625890536
24,1004.41692492889,NaN,37.5450367301381,0.100068797376618,NaN,0.00038266465407205,6.44984665783141e-06,4.41152124013154e-10,0.00751775208132062,0.00410150072972129,4.30934326136795e-06,4.30934326136795e-06,0.0116235621543033,0,0,0,-9481.06048152218,10859.9426380894
24.1,1006.53164130003,NaN,37.5450378339933,0.100070864929446,NaN,0.000382664627244014,6.44989114567944e-06,4.54409953076603e-10,0.00748979172004342,0.00409459199777585,4.45345391112687e-06,4.45345391112687e-06,0.0115888371717304,0,0,0,-9797.24097395441,11222.1450394074
24.2,1008.64039547436,NaN,37.5450389745671,0.100073001253821,NaN,0.000382664599523622,6.44993711328524e-06,4.6810876493952e-10,0.00746191019603124,0.00408765925216917,4.60158498705335e-06,4.60158498705335e-06,0.0115541710331875,0,0,0,-10122.1909678963,11594.39325148
